Department,Region,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers,KPi Achieved
Key Accounts,Papua,8138.61,6088.51,0.44,0.23,2017-01-03,64,305,YES
Sales Analytics,Sulawesi,4584.69,4068.1,0.4,0.24,2017-01-03,35,168,YES
Customer Success,NTB,1623.07,3378.01,0.23,0.23,2017-01-03,11,55,NO
Sales Training,Bali,2712.44,7057.07,0.3,0.38,2017-01-03,21,49,NO
Strategic Partnerships,Jawa,5750.34,2156.1,0.52,0.36,2017-01-03,47,248,YES
Sales Support,Sumatra,9982.58,7074.48,0.45,0.29,2017-01-03,77,206,YES
Retail Sales,Kalimantan,4704.41,2836.07,0.18,0.17,2017-01-03,34,61,YES
E-commerce Sales,Papua,4327.24,7975.15,0.2,0.31,2017-01-03,35,63,NO
Enterprise Sales,Sulawesi,3313.94,2940.65,0.27,0.21,2017-01-03,23,50,YES
International Sales,NTB,4465.66,4543.52,0.15,0.23,2017-01-03,38,127,NO
Sales Administration,Bali,2686.84,1379.72,0.47,0.49,2017-01-03,21,114,YES
Sales Engineering,Jawa,205.98,1387.28,0.45,0.52,2017-01-03,2,3,NO
Sales Operations,Sumatra,1641.84,6708.69,0.1,0.18,2017-01-04,11,35,NO
Inside Sales,Kalimantan,5725.2,5228.31,0.14,0.17,2017-01-04,42,135,YES
Outside Sales,Papua,8480.25,3004.39,0.22,0.21,2017-01-04,66,246,YES
Account Management,Sulawesi,3063.5,3565.32,0.18,0.2,2017-01-04,23,119,NO
Business Development,NTB,1559.09,4080.56,0.12,0.17,2017-01-04,12,28,NO
Sales Enablement,Bali,2415.18,1231.2,0.38,0.56,2017-01-04,18,40,YES
Channel Sales,Jawa,318.64,1538.91,0.8,0.6,2017-01-04,2,7,NO
Key Accounts,Sumatra,999.14,3305.15,0.2,0.32,2017-01-04,9,42,NO
Sales Analytics,Kalimantan,9791.05,7333.82,0.23,0.24,2017-01-04,86,431,YES
Customer Success,Papua,6627.2,4479.29,0.28,0.3,2017-01-04,51,100,YES
Sales Training,Sulawesi,6798.11,1915.93,0.45,0.3,2017-01-04,59,238,YES
Strategic Partnerships,NTB,6893.27,7145.04,0.18,0.27,2017-01-04,53,95,NO
Sales Support,Bali,1269.2,4978.9,0.23,0.34,2017-01-04,10,29,NO
Retail Sales,Jawa,6868.99,2783.45,0.23,0.18,2017-01-04,53,181,YES
E-commerce Sales,Sumatra,5519.95,7491.47,0.39,0.23,2017-01-04,36,86,NO
Enterprise Sales,Kalimantan,3093.96,2371.74,0.07,0.2,2017-01-04,23,79,YES
International Sales,Papua,5098.19,2571.65,0.32,0.26,2017-01-04,45,80,YES
Sales Administration,Sulawesi,1214.4,518.62,0.22,0.52,2017-01-04,11,27,YES
Sales Engineering,NTB,2510.52,1328.93,0.63,0.47,2017-01-04,20,92,YES
Sales Operations,Bali,1554.7,2388.69,0.15,0.23,2017-01-05,12,37,NO
Inside Sales,Jawa,7601.57,6189.88,0.3,0.18,2017-01-05,65,214,YES
Outside Sales,Sumatra,2501.21,2260.89,0.26,0.23,2017-01-05,20,89,YES
Account Management,Kalimantan,2973.6,3709.12,0.1,0.2,2017-01-05,24,85,NO
Business Development,Papua,6180.45,5091.49,0.24,0.2,2017-01-05,45,202,YES
Sales Enablement,Sulawesi,151.53,2079.88,0.4,0.58,2017-01-05,3,12,NO
Channel Sales,NTB,2871.98,2327.75,0.68,0.46,2017-01-05,20,88,YES
Key Accounts,Bali,8773.27,2669.77,0.4,0.32,2017-01-05,74,385,YES
Sales Analytics,Jawa,2623.1,6954.71,0.26,0.25,2017-01-05,20,40,NO
Customer Success,Sumatra,6328.61,2423.22,0.11,0.22,2017-01-05,47,168,YES
Sales Training,Kalimantan,3505.52,6726.21,0.51,0.3,2017-01-05,28,144,NO
Strategic Partnerships,Papua,6671.81,4116.6,0.51,0.33,2017-01-05,54,252,YES
Sales Support,Sulawesi,9681.75,2519.77,0.51,0.29,2017-01-05,82,275,YES
Retail Sales,NTB,9154.41,3104.18,0.1,0.19,2017-01-05,86,210,YES
E-commerce Sales,Bali,8132.83,3913.11,0.31,0.28,2017-01-05,68,255,YES
Enterprise Sales,Jawa,2825.35,3537.76,0.13,0.19,2017-01-05,20,106,NO
International Sales,Sumatra,157.15,5438.49,0.26,0.27,2017-01-05,2,3,NO
Sales Administration,Kalimantan,2069.7,1517.99,0.38,0.38,2017-01-05,14,31,YES
Sales Engineering,Papua,1858.19,1003.26,0.34,0.5,2017-01-05,16,31,YES
Sales Operations,Sulawesi,6888.96,3284.87,0.15,0.19,2017-01-06,58,210,YES
Inside Sales,NTB,3927.67,3260.68,0.11,0.19,2017-01-06,35,121,YES
Outside Sales,Bali,8947.51,5239.21,0.3,0.21,2017-01-06,74,365,YES
Account Management,Jawa,2235.77,3426.38,0.07,0.16,2017-01-06,15,42,NO
Business Development,Sumatra,3138.13,3550.97,0.21,0.17,2017-01-06,23,83,NO
Sales Enablement,Kalimantan,1612.01,1063.44,0.48,0.58,2017-01-06,14,66,YES
Channel Sales,Papua,2850.25,977.88,0.26,0.5,2017-01-06,22,67,YES
Key Accounts,Sulawesi,7092.04,4043.2,0.39,0.31,2017-01-06,58,258,YES
Sales Analytics,NTB,7525.93,3374.63,0.18,0.22,2017-01-06,58,334,YES
Customer Success,Bali,2047.9,3492.59,0.35,0.21,2017-01-06,15,63,NO
Sales Training,Jawa,4376.69,5408.77,0.21,0.35,2017-01-06,35,140,NO
Strategic Partnerships,Sumatra,5184.76,3242.22,0.39,0.26,2017-01-06,44,87,YES
Sales Support,Kalimantan,7778.55,6196.58,0.17,0.31,2017-01-06,59,139,YES
Retail Sales,Papua,1814.04,6694.1,0.21,0.17,2017-01-06,12,55,NO
E-commerce Sales,Sulawesi,2914.47,7146.73,0.26,0.31,2017-01-06,26,138,NO
Enterprise Sales,NTB,4801.58,5136.93,0.2,0.21,2017-01-06,35,141,NO
International Sales,Bali,7075.73,4086.66,0.32,0.25,2017-01-06,50,208,YES
Sales Administration,Jawa,2310.87,1332.39,0.67,0.49,2017-01-06,15,77,YES
Sales Engineering,Sumatra,1342.27,895.9,0.31,0.47,2017-01-06,8,30,YES
Sales Operations,Kalimantan,7318.76,4430.42,0.23,0.18,2017-01-07,62,120,YES
Inside Sales,Papua,895.81,3209.21,0.14,0.18,2017-01-07,6,21,NO
Outside Sales,Sulawesi,5213.06,2445.32,0.14,0.22,2017-01-07,41,192,YES
Account Management,NTB,5073.39,1545.72,0.15,0.17,2017-01-07,42,196,YES
Business Development,Bali,3039.35,2100.17,0.16,0.2,2017-01-07,23,67,YES
Sales Enablement,Jawa,2108.61,2000.1,0.72,0.56,2017-01-07,16,67,YES
Channel Sales,Sumatra,1395.84,659.46,0.42,0.56,2017-01-07,8,30,YES
Key Accounts,Kalimantan,9492.58,7782.35,0.25,0.3,2017-01-07,82,452,YES
Sales Analytics,Papua,6147.0,5664.47,0.19,0.24,2017-01-07,46,139,YES
Customer Success,Sulawesi,3533.05,1565.38,0.2,0.27,2017-01-07,28,95,YES
Sales Training,NTB,4274.35,2798.88,0.31,0.27,2017-01-07,29,82,YES
Strategic Partnerships,Bali,6477.48,2023.44,0.29,0.34,2017-01-07,50,178,YES
Sales Support,Jawa,461.16,5481.68,0.18,0.33,2017-01-07,2,6,NO
Retail Sales,Sumatra,642.02,3693.27,0.13,0.18,2017-01-07,5,20,NO
E-commerce Sales,Kalimantan,8488.66,4308.96,0.36,0.31,2017-01-07,72,269,YES
Enterprise Sales,Papua,1895.1,1614.46,0.08,0.17,2017-01-07,15,37,YES
International Sales,Sulawesi,7919.28,2951.83,0.3,0.28,2017-01-07,65,335,YES
Sales Administration,NTB,1824.22,1644.39,0.68,0.4,2017-01-07,17,38,YES
Sales Engineering,Bali,105.87,734.4,0.25,0.49,2017-01-07,3,14,NO
Sales Operations,Jawa,5435.32,2857.92,0.25,0.22,2017-01-08,44,211,YES
Inside Sales,Sumatra,1738.47,4875.97,0.26,0.17,2017-01-08,14,45,NO
Outside Sales,Kalimantan,7817.88,6729.11,0.1,0.16,2017-01-08,59,278,YES
Account Management,Papua,2312.8,3929.53,0.27,0.17,2017-01-08,16,59,NO
Business Development,Sulawesi,5133.56,1591.47,0.22,0.18,2017-01-08,38,151,YES
Sales Enablement,NTB,421.37,2149.7,0.72,0.52,2017-01-08,2,4,NO
Channel Sales,Bali,488.4,2560.59,0.66,0.46,2017-01-08,3,14,NO
Key Accounts,Jawa,4865.1,4257.2,0.28,0.25,2017-01-08,39,187,YES
Sales Analytics,Sumatra,9450.42,6989.46,0.14,0.33,2017-01-08,87,463,YES
Customer Success,Kalimantan,5086.31,5020.01,0.31,0.24,2017-01-08,36,121,YES
Sales Training,Papua,7604.99,7294.1,0.23,0.36,2017-01-08,59,173,YES
Strategic Partnerships,Sulawesi,5627.48,4587.32,0.3,0.35,2017-01-08,38,127,YES
Sales Support,NTB,2900.36,6655.22,0.45,0.27,2017-01-08,23,70,NO
Retail Sales,Bali,8399.48,2992.19,0.19,0.21,2017-01-08,71,312,YES
E-commerce Sales,Jawa,4327.43,2189.58,0.4,0.24,2017-01-08,30,63,YES
Enterprise Sales,Sumatra,1614.1,4397.98,0.14,0.2,2017-01-08,12,59,NO
International Sales,Kalimantan,5596.4,2633.49,0.1,0.29,2017-01-08,39,200,YES
Sales Administration,Papua,283.41,1592.76,0.45,0.5,2017-01-08,3,13,NO
Sales Engineering,Sulawesi,1929.96,1480.61,0.45,0.5,2017-01-08,14,75,YES
Sales Operations,NTB,1041.11,2876.76,0.25,0.18,2017-01-09,6,19,NO
Inside Sales,Bali,5599.41,4181.39,0.21,0.19,2017-01-09,41,234,YES
Outside Sales,Jawa,7133.27,3442.81,0.25,0.18,2017-01-09,66,219,YES
Account Management,Sumatra,1889.02,1765.11,0.11,0.15,2017-01-09,16,45,YES
Business Development,Kalimantan,3879.79,4259.39,0.11,0.15,2017-01-09,34,124,NO
Sales Enablement,Papua,1759.1,2056.59,0.78,0.5,2017-01-09,14,29,NO
Channel Sales,Sulawesi,1055.07,843.42,0.32,0.44,2017-01-09,6,24,YES
Key Accounts,NTB,2155.06,2101.58,0.29,0.25,2017-01-09,14,65,YES
Sales Analytics,Bali,10808.16,5362.72,0.34,0.23,2017-01-09,117,273,YES
Customer Success,Jawa,6897.15,3560.6,0.36,0.26,2017-01-09,58,256,YES
Sales Training,Sumatra,4932.23,4345.68,0.21,0.27,2017-01-09,36,166,YES
Strategic Partnerships,Kalimantan,9700.21,4554.94,0.45,0.31,2017-01-09,72,334,YES
Sales Support,Papua,936.07,5406.97,0.16,0.27,2017-01-09,9,39,NO
Retail Sales,Sulawesi,5424.77,3303.09,0.32,0.17,2017-01-09,39,189,YES
E-commerce Sales,NTB,8523.63,5683.0,0.37,0.24,2017-01-09,65,130,YES
Enterprise Sales,Bali,3786.77,3047.6,0.16,0.2,2017-01-09,28,132,YES
International Sales,Jawa,7842.48,2759.24,0.29,0.26,2017-01-09,62,216,YES
Sales Administration,Sumatra,2064.63,1936.76,0.29,0.4,2017-01-09,17,33,YES
Sales Engineering,Kalimantan,1847.82,741.47,0.27,0.38,2017-01-09,16,40,YES
Sales Operations,Papua,197.77,4063.41,0.22,0.18,2017-01-10,2,6,NO
Inside Sales,Sulawesi,2332.74,5392.86,0.25,0.2,2017-01-10,17,63,NO
Outside Sales,NTB,6586.93,6517.56,0.27,0.21,2017-01-10,58,148,YES
Account Management,Bali,4756.82,4926.11,0.16,0.17,2017-01-10,34,180,NO
Business Development,Jawa,4662.01,4827.9,0.24,0.15,2017-01-10,34,144,NO
Sales Enablement,Sumatra,645.39,1246.0,0.64,0.52,2017-01-10,5,21,NO
Channel Sales,Kalimantan,1074.72,889.75,0.62,0.54,2017-01-10,6,14,YES
Key Accounts,Papua,10463.95,5042.87,0.28,0.23,2017-01-10,138,475,YES
Sales Analytics,Sulawesi,635.54,4628.92,0.22,0.25,2017-01-10,3,12,NO
Customer Success,NTB,854.16,5595.45,0.35,0.26,2017-01-10,3,7,NO
Sales Training,Bali,9798.52,7485.61,0.39,0.3,2017-01-10,87,163,YES
Strategic Partnerships,Jawa,593.9,6119.21,0.31,0.35,2017-01-10,6,32,NO
Sales Support,Sumatra,9447.6,2891.25,0.36,0.34,2017-01-10,81,215,YES
Retail Sales,Kalimantan,4761.19,2201.01,0.16,0.18,2017-01-10,36,109,YES
E-commerce Sales,Papua,7496.94,7203.57,0.22,0.3,2017-01-10,63,336,YES
Enterprise Sales,Sulawesi,2146.67,4970.91,0.24,0.18,2017-01-10,15,58,NO
International Sales,NTB,3680.73,2798.71,0.2,0.3,2017-01-10,27,123,YES
Sales Administration,Bali,1150.4,1282.08,0.72,0.49,2017-01-10,6,31,NO
Sales Engineering,Jawa,1527.12,1128.83,0.29,0.43,2017-01-10,14,30,YES
Sales Operations,Sumatra,7231.32,4970.13,0.26,0.18,2017-01-11,58,260,YES
Inside Sales,Kalimantan,5297.69,6537.05,0.18,0.22,2017-01-11,42,171,NO
Outside Sales,Papua,1305.85,6772.8,0.22,0.18,2017-01-11,11,63,NO
Account Management,Sulawesi,1238.0,3437.67,0.19,0.15,2017-01-11,9,28,NO
Business Development,NTB,7073.81,4845.47,0.17,0.15,2017-01-11,53,188,YES
Sales Enablement,Bali,2976.64,1616.85,0.62,0.5,2017-01-11,26,138,YES
Channel Sales,Jawa,1021.56,2270.71,0.78,0.44,2017-01-11,8,37,NO
Key Accounts,Sumatra,6202.89,4335.93,0.42,0.28,2017-01-11,46,124,YES
Sales Analytics,Kalimantan,9774.29,7241.63,0.2,0.31,2017-01-11,86,281,YES
Customer Success,Papua,3370.59,5475.96,0.25,0.28,2017-01-11,27,88,NO
Sales Training,Sulawesi,3046.36,3548.69,0.36,0.39,2017-01-11,23,131,NO
Strategic Partnerships,NTB,5136.88,2706.52,0.34,0.3,2017-01-11,44,110,YES
Sales Support,Bali,5766.41,4923.91,0.31,0.3,2017-01-11,46,212,YES
Retail Sales,Jawa,1933.14,5343.84,0.22,0.18,2017-01-11,16,30,NO
E-commerce Sales,Sumatra,8644.49,2279.98,0.35,0.3,2017-01-11,74,226,YES
Enterprise Sales,Kalimantan,5808.17,2797.08,0.21,0.2,2017-01-11,44,147,YES
International Sales,Papua,7770.84,3579.83,0.11,0.25,2017-01-11,62,317,YES
Sales Administration,Sulawesi,1656.63,1818.98,0.65,0.43,2017-01-11,14,76,NO
Sales Engineering,NTB,1481.83,1194.87,0.58,0.43,2017-01-11,8,23,YES
Sales Operations,Bali,6282.69,2528.21,0.19,0.24,2017-01-12,47,144,YES
Inside Sales,Jawa,3331.99,5318.97,0.23,0.23,2017-01-12,23,44,NO
Outside Sales,Sumatra,8126.16,6182.84,0.17,0.18,2017-01-12,72,151,YES
Account Management,Kalimantan,5159.46,4248.56,0.25,0.14,2017-01-12,42,158,YES
Business Development,Papua,608.43,3749.95,0.27,0.21,2017-01-12,4,19,NO
Sales Enablement,Sulawesi,2677.88,1491.64,0.26,0.52,2017-01-12,22,75,YES
Channel Sales,NTB,3118.13,1510.52,0.62,0.58,2017-01-12,23,57,YES
Key Accounts,Bali,702.27,6831.07,0.21,0.26,2017-01-12,5,9,NO
Sales Analytics,Jawa,1786.33,5228.5,0.3,0.31,2017-01-12,11,35,NO
Customer Success,Sumatra,1465.79,1781.15,0.36,0.26,2017-01-12,10,45,NO
Sales Training,Kalimantan,2621.69,6998.46,0.18,0.33,2017-01-12,20,55,NO
Strategic Partnerships,Papua,2754.6,3305.91,0.13,0.36,2017-01-12,22,123,NO
Sales Support,Sulawesi,9297.35,5677.46,0.2,0.31,2017-01-12,83,164,YES
Retail Sales,NTB,3397.33,4773.97,0.23,0.19,2017-01-12,27,87,NO
E-commerce Sales,Bali,2924.27,7128.39,0.18,0.26,2017-01-12,23,105,NO
Enterprise Sales,Jawa,3511.28,2218.26,0.19,0.18,2017-01-12,27,122,YES
International Sales,Sumatra,7863.18,2715.39,0.39,0.27,2017-01-12,58,99,YES
Sales Administration,Kalimantan,797.43,1359.69,0.56,0.49,2017-01-12,6,32,NO
Sales Engineering,Papua,183.87,1420.89,0.45,0.52,2017-01-12,2,5,NO
Sales Operations,Sulawesi,2843.34,5869.3,0.22,0.19,2017-01-13,22,60,NO
Inside Sales,NTB,6113.22,4946.69,0.24,0.22,2017-01-13,47,238,YES
Outside Sales,Bali,6323.76,6073.93,0.23,0.23,2017-01-13,46,110,YES
Account Management,Jawa,4652.96,2497.13,0.16,0.18,2017-01-13,39,91,YES
Business Development,Sumatra,5254.95,1646.44,0.13,0.19,2017-01-13,40,74,YES
Sales Enablement,Kalimantan,679.41,904.92,0.52,0.6,2017-01-13,6,28,NO
Channel Sales,Papua,1922.36,2423.82,0.7,0.46,2017-01-13,14,45,NO
Key Accounts,Sulawesi,9179.5,4930.21,0.37,0.3,2017-01-13,80,293,YES
Sales Analytics,NTB,3888.98,2712.54,0.43,0.23,2017-01-13,32,66,YES
Customer Success,Bali,7659.5,5155.8,0.32,0.3,2017-01-13,66,213,YES
Sales Training,Jawa,9965.15,6390.56,0.27,0.36,2017-01-13,80,160,YES
Strategic Partnerships,Sumatra,327.9,4885.4,0.31,0.35,2017-01-13,2,7,NO
Sales Support,Kalimantan,6983.76,5154.88,0.45,0.38,2017-01-13,59,211,YES
Retail Sales,Papua,1183.8,2940.13,0.09,0.23,2017-01-13,11,20,NO
E-commerce Sales,Sulawesi,6313.31,7551.48,0.19,0.23,2017-01-13,42,170,NO
Enterprise Sales,NTB,5895.27,4831.69,0.13,0.17,2017-01-13,48,134,YES
International Sales,Bali,1230.91,5527.84,0.19,0.25,2017-01-13,10,35,NO
Sales Administration,Jawa,314.91,1845.53,0.25,0.45,2017-01-13,2,5,NO
Sales Engineering,Sumatra,1875.2,1627.63,0.68,0.43,2017-01-13,14,63,YES
Sales Operations,Kalimantan,7099.06,2529.04,0.18,0.17,2017-01-14,58,284,YES
Inside Sales,Papua,4738.98,3843.68,0.31,0.16,2017-01-14,34,182,YES
Outside Sales,Sulawesi,3630.28,4026.5,0.31,0.23,2017-01-14,27,154,NO
Account Management,NTB,824.92,3961.93,0.18,0.21,2017-01-14,3,5,NO
Business Development,Bali,2639.75,2843.97,0.11,0.15,2017-01-14,23,94,NO
Sales Enablement,Jawa,3032.24,1531.97,0.6,0.52,2017-01-14,23,105,YES
Channel Sales,Sumatra,2154.34,689.52,0.68,0.44,2017-01-14,16,65,YES
Key Accounts,Kalimantan,1572.47,5430.56,0.13,0.31,2017-01-14,11,55,NO
Sales Analytics,Papua,2456.8,3322.07,0.4,0.25,2017-01-14,18,43,NO
Customer Success,Sulawesi,1291.38,5330.29,0.1,0.29,2017-01-14,11,43,NO
Sales Training,NTB,1649.84,2602.04,0.23,0.29,2017-01-14,14,34,NO
Strategic Partnerships,Bali,6869.69,2016.78,0.13,0.36,2017-01-14,59,152,YES
Sales Support,Jawa,2592.4,3690.29,0.2,0.27,2017-01-14,21,49,NO
Retail Sales,Sumatra,7093.93,4455.23,0.26,0.2,2017-01-14,57,287,YES
E-commerce Sales,Kalimantan,8671.41,5120.05,0.14,0.28,2017-01-14,72,269,YES
Enterprise Sales,Papua,6746.0,1464.61,0.23,0.2,2017-01-14,50,182,YES
International Sales,Sulawesi,4198.81,3418.75,0.39,0.21,2017-01-14,35,193,YES
Sales Administration,NTB,1353.99,1111.25,0.56,0.45,2017-01-14,8,22,YES
Sales Engineering,Bali,2526.24,615.11,0.22,0.47,2017-01-14,23,111,YES
Sales Operations,Jawa,785.69,3153.69,0.23,0.2,2017-01-15,4,19,NO
Inside Sales,Sumatra,3207.17,6884.15,0.21,0.2,2017-01-15,26,57,NO
Outside Sales,Kalimantan,5822.15,2242.15,0.25,0.23,2017-01-15,42,160,YES
Account Management,Papua,4684.97,4285.73,0.22,0.15,2017-01-15,38,112,YES
Business Development,Sulawesi,3289.77,2184.38,0.14,0.17,2017-01-15,26,95,YES
Sales Enablement,NTB,1520.42,832.85,0.46,0.54,2017-01-15,11,53,YES
Channel Sales,Bali,1374.55,944.73,0.76,0.42,2017-01-15,8,15,YES
Key Accounts,Jawa,9256.61,2579.86,0.14,0.3,2017-01-15,72,239,YES
Sales Analytics,Sumatra,9038.84,5380.92,0.31,0.29,2017-01-15,72,216,YES
Customer Success,Kalimantan,2707.33,1968.03,0.21,0.27,2017-01-15,22,85,YES
Sales Training,Papua,7771.67,6747.21,0.42,0.39,2017-01-15,65,371,YES
Strategic Partnerships,Sulawesi,6256.61,3846.84,0.35,0.29,2017-01-15,45,235,YES
Sales Support,NTB,6826.02,3131.35,0.17,0.36,2017-01-15,50,200,YES
Retail Sales,Bali,3602.59,5681.35,0.22,0.22,2017-01-15,28,138,NO
E-commerce Sales,Jawa,9402.31,7910.06,0.39,0.29,2017-01-15,83,168,YES
Enterprise Sales,Sumatra,4627.47,1398.07,0.27,0.2,2017-01-15,35,171,YES
International Sales,Kalimantan,2223.68,2219.4,0.31,0.23,2017-01-15,17,98,YES
Sales Administration,Papua,975.27,513.23,0.65,0.47,2017-01-15,5,18,YES
Sales Engineering,Sulawesi,1141.17,718.52,0.52,0.36,2017-01-15,8,32,YES
Sales Operations,NTB,7134.91,2843.25,0.18,0.18,2017-01-16,63,324,YES
Inside Sales,Bali,3625.85,5468.76,0.26,0.21,2017-01-16,29,108,NO
Outside Sales,Jawa,965.55,2000.74,0.12,0.21,2017-01-16,9,15,NO
Account Management,Sumatra,4846.31,2353.94,0.21,0.17,2017-01-16,39,137,YES
Business Development,Kalimantan,3223.21,2358.07,0.23,0.15,2017-01-16,23,73,YES
Sales Enablement,Papua,1569.15,1198.63,0.6,0.5,2017-01-16,14,60,YES
Channel Sales,Sulawesi,2399.23,736.29,0.44,0.52,2017-01-16,16,59,YES
Key Accounts,NTB,285.28,3838.98,0.18,0.23,2017-01-16,2,4,NO
Sales Analytics,Bali,2983.29,4000.49,0.11,0.3,2017-01-16,23,55,NO
Customer Success,Jawa,1510.2,3082.49,0.31,0.25,2017-01-16,12,25,NO
Sales Training,Sumatra,8611.4,6399.62,0.16,0.38,2017-01-16,68,214,YES
Strategic Partnerships,Kalimantan,614.82,1977.25,0.49,0.38,2017-01-16,3,7,NO
Sales Support,Papua,6007.44,5092.21,0.4,0.31,2017-01-16,44,200,YES
Retail Sales,Sulawesi,1247.52,1836.12,0.16,0.22,2017-01-16,9,31,NO
E-commerce Sales,NTB,6930.76,7048.09,0.42,0.23,2017-01-16,56,231,NO
Enterprise Sales,Bali,6039.65,2242.02,0.2,0.17,2017-01-16,44,79,YES
International Sales,Jawa,3221.48,2780.38,0.2,0.23,2017-01-16,23,111,YES
Sales Administration,Sumatra,507.99,1275.85,0.23,0.45,2017-01-16,3,7,NO
Sales Engineering,Kalimantan,2515.95,1032.26,0.58,0.5,2017-01-16,15,83,YES
Sales Operations,Papua,7778.07,2952.82,0.11,0.18,2017-01-17,59,199,YES
Inside Sales,Sulawesi,5793.9,5668.96,0.24,0.18,2017-01-17,48,212,YES
Outside Sales,NTB,7384.41,4289.5,0.26,0.22,2017-01-17,59,198,YES
Account Management,Bali,3271.22,4889.1,0.19,0.18,2017-01-17,24,98,NO
Business Development,Jawa,4500.26,4656.2,0.2,0.15,2017-01-17,36,134,NO
Sales Enablement,Sumatra,303.75,1507.65,0.38,0.46,2017-01-17,2,3,NO
Channel Sales,Kalimantan,261.36,1634.26,0.38,0.5,2017-01-17,3,10,NO
Key Accounts,Papua,820.93,7046.11,0.13,0.32,2017-01-17,4,21,NO
Sales Analytics,Sulawesi,9512.65,5735.58,0.28,0.28,2017-01-17,86,260,YES
Customer Success,NTB,4454.37,4860.65,0.37,0.24,2017-01-17,36,159,NO
