Department,Region,Revenue,Revenue Goal,Margin,Margin Goal,Sales Quantity,Customers,YearMonth,KPi Achieved
Sales Operations,Sumatra,1411.07,6296.04,0.26,0.19,11,53,2017-08,NO
Sales Operations,Bali,1441.96,6122.04,0.19,0.18,9,28,2017-08,NO
Sales Operations,Sulawesi,7320.41,3871.17,0.26,0.24,60,252,2017-08,YES
Sales Operations,Kalimantan,6990.36,5180.98,0.22,0.23,56,97,2017-08,YES
Sales Operations,Jawa,286.69,5305.12,0.22,0.16,2,4,2017-08,NO
Sales Operations,NTB,1915.59,6637.36,0.25,0.17,17,98,2017-08,NO
Sales Operations,Papua,7504.1,4435.36,0.3,0.22,59,325,2017-08,YES
Sales Operations,Sumatra,8917.1,5335.44,0.14,0.17,64,271,2017-08,YES
Sales Operations,Bali,3547.61,3299.77,0.15,0.22,29,85,2017-08,YES
Sales Operations,Sulawesi,3661.39,5454.09,0.17,0.2,28,92,2017-08,NO
Sales Operations,Kalimantan,5459.59,2868.54,0.26,0.18,41,181,2017-08,YES
Sales Operations,Jawa,419.8,3289.02,0.31,0.22,3,14,2017-08,NO
Sales Operations,NTB,6071.24,2676.08,0.1,0.23,45,203,2017-08,YES
Sales Operations,Papua,3582.2,2055.92,0.26,0.22,27,54,2017-08,YES
Sales Operations,Sumatra,3053.97,2325.64,0.1,0.22,23,98,2017-08,YES
Sales Operations,Bali,8721.72,4946.04,0.22,0.21,66,257,2017-08,YES
Sales Operations,Sulawesi,3013.1,6543.42,0.11,0.21,24,84,2017-08,NO
Sales Operations,Kalimantan,8470.74,2061.91,0.14,0.24,74,220,2017-08,YES
Sales Operations,Jawa,1697.59,5860.01,0.15,0.23,14,62,2017-08,NO
Sales Operations,NTB,5952.79,3033.43,0.17,0.21,42,102,2017-08,YES
Sales Operations,Papua,6276.53,4696.89,0.3,0.18,45,117,2017-08,YES
Sales Operations,Sumatra,4655.89,6040.6,0.21,0.22,36,118,2017-08,NO
Sales Operations,Bali,7435.77,5705.71,0.1,0.2,58,226,2017-08,YES
Sales Operations,Sulawesi,4867.96,2301.71,0.31,0.19,35,104,2017-09,YES
Sales Operations,Kalimantan,5152.9,3102.9,0.15,0.22,44,215,2017-09,YES
Sales Operations,Jawa,4040.08,5059.96,0.09,0.17,34,96,2017-09,NO
Sales Operations,NTB,6082.32,4129.82,0.12,0.22,44,110,2017-09,YES
Sales Operations,Papua,7891.66,3981.97,0.15,0.17,58,150,2017-09,YES
Sales Operations,Sumatra,3425.0,4423.16,0.3,0.22,27,144,2017-09,NO
Sales Operations,Bali,4508.81,5610.83,0.26,0.22,39,113,2017-09,NO
Sales Operations,Sulawesi,2412.13,4248.26,0.19,0.23,17,61,2017-09,NO
Sales Operations,Kalimantan,8503.3,2431.9,0.2,0.2,71,285,2017-09,YES
Sales Operations,Jawa,6091.52,2476.8,0.26,0.2,45,134,2017-09,YES
Sales Operations,NTB,405.63,5997.69,0.15,0.23,3,10,2017-09,NO
Sales Operations,Papua,4032.4,4210.98,0.18,0.23,34,152,2017-09,NO
Sales Operations,Sumatra,9497.2,2356.91,0.11,0.22,83,170,2017-09,YES
Sales Operations,Bali,719.25,2443.12,0.29,0.22,5,17,2017-09,NO
Sales Operations,Sulawesi,4817.49,3953.92,0.26,0.18,35,124,2017-09,YES
Sales Operations,Kalimantan,1531.18,2947.77,0.29,0.22,11,34,2017-09,NO
Sales Operations,Jawa,2063.64,2051.91,0.25,0.17,14,38,2017-09,YES
Sales Operations,NTB,1298.28,2754.26,0.16,0.18,11,32,2017-09,NO
Sales Operations,Papua,8691.0,5556.84,0.22,0.22,72,184,2017-09,YES
Sales Operations,Sumatra,3547.47,5903.77,0.26,0.2,30,169,2017-09,NO
Sales Operations,Bali,9102.69,3425.1,0.29,0.19,80,327,2017-09,YES
Sales Operations,Sulawesi,7259.6,6505.52,0.27,0.17,58,123,2017-09,YES
Sales Operations,Kalimantan,7204.2,6116.18,0.09,0.16,63,245,2017-09,YES
Sales Operations,Jawa,9050.31,2339.21,0.14,0.2,72,135,2017-09,YES
Sales Operations,NTB,6781.12,3046.67,0.27,0.18,59,224,2017-09,YES
Sales Operations,Papua,8997.93,5838.49,0.14,0.18,69,172,2017-09,YES
Sales Operations,Sumatra,2814.6,2210.9,0.18,0.17,23,108,2017-09,YES
Sales Operations,Bali,4667.73,6619.65,0.12,0.19,36,85,2017-09,NO
Sales Operations,Sulawesi,3947.76,5361.18,0.3,0.17,33,142,2017-09,NO
Sales Operations,Kalimantan,7382.22,2937.84,0.1,0.22,62,293,2017-09,YES
Sales Operations,Jawa,7401.79,2321.24,0.1,0.21,62,131,2017-10,YES
Sales Operations,NTB,6309.27,3666.47,0.18,0.16,45,79,2017-10,YES
Sales Operations,Papua,276.19,3889.48,0.1,0.2,2,6,2017-10,NO
Sales Operations,Sumatra,3753.59,2556.24,0.27,0.23,29,122,2017-10,YES
Sales Operations,Bali,7972.06,4826.06,0.1,0.18,71,285,2017-10,YES
Sales Operations,Sulawesi,7275.14,4860.2,0.27,0.2,65,256,2017-10,YES
Sales Operations,Kalimantan,5715.53,3818.59,0.15,0.2,46,247,2017-10,YES
Sales Operations,Jawa,6136.32,2470.16,0.11,0.21,44,143,2017-10,YES
Sales Operations,NTB,426.36,3669.21,0.13,0.16,2,4,2017-10,NO
Sales Operations,Papua,4642.98,5803.32,0.11,0.21,38,197,2017-10,NO
Sales Operations,Sumatra,4037.47,5491.47,0.25,0.16,32,101,2017-10,NO
Sales Operations,Bali,5745.53,5877.46,0.13,0.22,45,147,2017-10,NO
Sales Operations,Sulawesi,5467.03,5858.51,0.13,0.22,42,106,2017-10,NO
Sales Operations,Kalimantan,4956.85,3859.73,0.12,0.22,36,65,2017-10,YES
Sales Operations,Jawa,4467.73,4888.5,0.31,0.17,38,88,2017-10,NO
Sales Operations,NTB,507.89,5940.26,0.26,0.19,2,3,2017-10,NO
Sales Operations,Papua,9184.16,1917.98,0.11,0.2,72,359,2017-10,YES
Sales Operations,Sumatra,5153.93,2114.97,0.09,0.21,36,204,2017-10,YES
Sales Operations,Bali,5513.07,4552.08,0.24,0.23,45,175,2017-10,YES
Sales Operations,Sulawesi,8567.57,2810.19,0.18,0.19,75,138,2017-10,YES
Sales Operations,Kalimantan,3699.72,5558.64,0.1,0.22,30,150,2017-10,NO
Sales Operations,Jawa,3218.89,6035.62,0.12,0.22,24,122,2017-10,NO
Sales Operations,NTB,5306.33,4968.45,0.12,0.2,42,159,2017-10,YES
Sales Operations,Papua,2935.17,4166.5,0.23,0.21,23,80,2017-10,NO
Sales Operations,Sumatra,6445.56,3862.22,0.3,0.18,58,210,2017-10,YES
Sales Operations,Bali,3151.8,2115.17,0.1,0.2,26,60,2017-10,YES
Sales Operations,Sulawesi,1733.17,3403.32,0.26,0.2,12,35,2017-10,NO
Sales Operations,Kalimantan,1745.11,4327.79,0.1,0.19,11,59,2017-10,NO
Sales Operations,Jawa,965.97,4371.52,0.22,0.21,6,26,2017-10,NO
Sales Operations,NTB,7393.95,4314.28,0.3,0.18,57,195,2017-10,YES
Sales Operations,Papua,1350.42,3568.06,0.09,0.18,8,30,2017-10,NO
Sales Operations,Sumatra,8536.65,3895.37,0.11,0.22,68,163,2017-11,YES
Sales Operations,Bali,2736.92,6242.21,0.27,0.22,21,47,2017-11,NO
Sales Operations,Sulawesi,6983.86,1760.41,0.3,0.24,54,123,2017-11,YES
Sales Operations,Kalimantan,8483.64,6272.84,0.22,0.16,75,395,2017-11,YES
Sales Operations,Jawa,6720.74,3987.86,0.1,0.2,52,203,2017-11,YES
Sales Operations,NTB,7673.16,4149.53,0.13,0.23,59,298,2017-11,YES
Sales Operations,Papua,6538.08,3617.73,0.26,0.21,56,117,2017-11,YES
Sales Operations,Sumatra,4820.28,2394.33,0.08,0.22,38,163,2017-11,YES
Sales Operations,Bali,3427.43,6829.8,0.26,0.18,29,65,2017-11,NO
Sales Operations,Sulawesi,6480.49,5430.04,0.31,0.16,57,136,2017-11,YES
Sales Operations,Kalimantan,3919.28,5061.97,0.16,0.24,28,135,2017-11,NO
Sales Operations,Jawa,3095.25,2527.66,0.29,0.22,23,89,2017-11,YES
Sales Operations,NTB,2261.09,4275.78,0.29,0.22,18,90,2017-11,NO
Sales Operations,Papua,5971.55,2034.95,0.22,0.17,45,111,2017-11,YES
Sales Operations,Sumatra,3165.25,3843.07,0.24,0.17,23,53,2017-11,NO
Sales Operations,Bali,7533.32,4536.19,0.1,0.17,59,158,2017-11,YES
Sales Operations,Sulawesi,1495.67,3777.9,0.16,0.22,8,22,2017-11,NO
Sales Operations,Kalimantan,436.94,4534.01,0.2,0.21,3,14,2017-11,NO
Sales Operations,Jawa,9440.12,2765.4,0.1,0.21,87,249,2017-11,YES
Sales Operations,NTB,823.56,4839.44,0.26,0.18,5,9,2017-11,NO
Sales Operations,Papua,6203.92,5538.12,0.3,0.17,44,122,2017-11,YES
Sales Operations,Sumatra,5613.68,6583.02,0.18,0.18,39,108,2017-11,NO
Sales Operations,Bali,8215.24,3826.77,0.09,0.2,68,277,2017-11,YES
Sales Operations,Sulawesi,7553.66,2916.84,0.16,0.16,60,205,2017-11,YES
Sales Operations,Kalimantan,7145.16,5453.9,0.14,0.2,58,264,2017-11,YES
