Department,Region,Revenue,Revenue Goal,Margin,Margin Goal,Sales Quantity,Customers,YearMonth,KPi Achieved
Sales Administration,Bali,924.49,1480.59,0.67,0.38,9,43,2017-01,NO
Sales Administration,Sulawesi,2085.44,1419.88,0.4,0.45,14,75,2017-01,YES
Sales Administration,Kalimantan,724.03,1027.4,0.32,0.52,3,6,2017-01,NO
Sales Administration,Jawa,2021.67,1348.98,0.43,0.52,17,62,2017-01,YES
Sales Administration,NTB,68.4,1338.09,0.18,0.45,2,3,2017-01,NO
Sales Administration,Papua,977.36,1666.74,0.7,0.43,6,31,2017-01,NO
Sales Administration,Sumatra,597.04,979.04,0.7,0.54,3,9,2017-01,NO
Sales Administration,Bali,435.99,975.57,0.43,0.4,3,5,2017-01,NO
Sales Administration,Sulawesi,196.3,1046.87,0.18,0.38,2,6,2017-02,NO
Sales Administration,Kalimantan,2122.83,1526.46,0.45,0.47,16,58,2017-02,YES
Sales Administration,Jawa,2039.24,658.87,0.34,0.52,17,80,2017-02,YES
Sales Administration,NTB,893.84,1277.09,0.29,0.5,9,15,2017-02,NO
Sales Administration,Papua,2647.02,608.21,0.43,0.41,21,107,2017-02,YES
Sales Administration,Sumatra,1917.56,1753.5,0.56,0.36,16,46,2017-02,YES
Sales Administration,Bali,539.78,986.14,0.31,0.52,3,14,2017-02,NO
Sales Administration,Sulawesi,1653.29,769.13,0.34,0.49,12,51,2017-02,YES
Sales Administration,Kalimantan,696.92,579.05,0.49,0.5,5,23,2017-02,YES
Sales Administration,Jawa,1297.32,1824.68,0.61,0.47,8,39,2017-02,NO
Sales Administration,NTB,1064.1,1402.2,0.27,0.52,6,23,2017-02,NO
Sales Administration,Papua,2027.78,840.21,0.47,0.5,17,70,2017-02,YES
Sales Administration,Sumatra,1937.89,1024.66,0.25,0.43,16,38,2017-02,YES
Sales Administration,Bali,295.57,1277.7,0.58,0.38,2,5,2017-02,NO
Sales Administration,Sulawesi,2333.91,1348.21,0.72,0.38,15,65,2017-02,YES
Sales Administration,Kalimantan,1842.45,1949.76,0.25,0.45,17,62,2017-02,NO
Sales Administration,Jawa,2063.0,1811.64,0.58,0.47,16,32,2017-02,YES
Sales Administration,NTB,1720.66,1443.15,0.7,0.49,11,52,2017-02,YES
Sales Administration,Papua,1893.72,1886.23,0.61,0.49,17,90,2017-02,YES
Sales Administration,Sumatra,1430.74,551.16,0.49,0.43,11,45,2017-02,YES
Sales Administration,Bali,372.44,852.28,0.61,0.49,2,4,2017-02,NO
Sales Administration,Sulawesi,316.34,706.44,0.43,0.4,3,5,2017-02,NO
Sales Administration,Kalimantan,1454.24,854.28,0.27,0.36,10,36,2017-02,YES
Sales Administration,Jawa,602.25,881.54,0.52,0.4,6,26,2017-02,NO
Sales Administration,NTB,1134.69,1548.1,0.22,0.5,6,13,2017-02,NO
Sales Administration,Papua,128.16,1507.29,0.65,0.41,3,11,2017-02,NO
Sales Administration,Sumatra,460.5,1250.29,0.36,0.41,2,3,2017-02,NO
Sales Administration,Bali,1926.26,1045.54,0.25,0.52,14,41,2017-02,YES
Sales Administration,Sulawesi,314.71,1600.46,0.47,0.4,3,10,2017-03,NO
Sales Administration,Kalimantan,867.95,1608.96,0.49,0.38,5,26,2017-03,NO
Sales Administration,Jawa,2414.79,1744.04,0.18,0.49,18,43,2017-03,YES
Sales Administration,NTB,466.13,1971.45,0.67,0.41,2,5,2017-03,NO
Sales Administration,Papua,901.99,1428.6,0.58,0.47,8,35,2017-03,NO
Sales Administration,Sumatra,1744.76,886.71,0.43,0.52,14,47,2017-03,YES
Sales Administration,Bali,2715.55,506.39,0.2,0.47,22,48,2017-03,YES
Sales Administration,Sulawesi,118.27,1233.79,0.45,0.4,3,9,2017-03,NO
Sales Administration,Kalimantan,1324.86,1192.84,0.56,0.49,8,13,2017-03,YES
Sales Administration,Jawa,912.05,1366.26,0.67,0.41,5,25,2017-03,NO
Sales Administration,NTB,2170.17,1206.98,0.22,0.52,20,67,2017-03,YES
Sales Administration,Papua,2098.21,1309.18,0.38,0.49,17,66,2017-03,YES
Sales Administration,Sumatra,2651.17,904.18,0.41,0.45,21,40,2017-03,YES
Sales Administration,Bali,2760.65,560.02,0.22,0.5,21,47,2017-03,YES
Sales Administration,Sulawesi,1712.04,560.88,0.27,0.45,12,60,2017-03,YES
Sales Administration,Kalimantan,1693.25,1697.79,0.52,0.47,12,60,2017-03,NO
Sales Administration,Jawa,1045.4,1440.13,0.38,0.4,5,16,2017-03,NO
Sales Administration,NTB,1368.32,1971.73,0.59,0.36,9,22,2017-03,NO
Sales Administration,Papua,1033.07,727.69,0.65,0.43,5,19,2017-03,YES
Sales Administration,Sumatra,2440.83,708.87,0.27,0.41,18,90,2017-03,YES
Sales Administration,Bali,738.99,604.17,0.54,0.5,3,5,2017-03,YES
Sales Administration,Sulawesi,327.24,1903.03,0.7,0.38,3,9,2017-03,NO
Sales Administration,Kalimantan,1396.76,1971.95,0.52,0.43,8,34,2017-03,NO
Sales Administration,Jawa,1751.3,1189.28,0.59,0.4,11,58,2017-03,YES
Sales Administration,NTB,698.36,688.88,0.61,0.41,3,10,2017-03,YES
Sales Administration,Papua,1283.99,545.36,0.22,0.47,9,15,2017-03,YES
Sales Administration,Sumatra,1297.34,519.61,0.25,0.41,11,25,2017-03,YES
Sales Administration,Bali,2413.22,777.15,0.27,0.45,16,90,2017-03,YES
Sales Administration,Sulawesi,1231.86,1148.14,0.2,0.41,11,20,2017-03,YES
Sales Administration,Kalimantan,2388.28,820.35,0.52,0.47,16,37,2017-03,YES
Sales Administration,Jawa,401.75,805.62,0.5,0.38,3,9,2017-03,NO
Sales Administration,NTB,1298.94,1792.81,0.61,0.43,11,46,2017-04,NO
Sales Administration,Papua,2725.6,1721.75,0.72,0.47,20,95,2017-04,YES
Sales Administration,Sumatra,1186.88,1370.46,0.49,0.52,10,35,2017-04,NO
Sales Administration,Bali,1173.93,994.22,0.38,0.5,8,35,2017-04,YES
Sales Administration,Sulawesi,93.6,1550.07,0.52,0.36,3,9,2017-04,NO
Sales Administration,Kalimantan,191.55,1923.41,0.41,0.54,2,6,2017-04,NO
Sales Administration,Jawa,943.62,795.02,0.23,0.47,9,36,2017-04,YES
Sales Administration,NTB,588.8,767.3,0.67,0.49,5,25,2017-04,NO
Sales Administration,Papua,1068.57,1336.44,0.25,0.38,8,19,2017-04,NO
Sales Administration,Sumatra,2321.02,1017.81,0.41,0.49,17,85,2017-04,YES
Sales Administration,Bali,1292.28,1562.88,0.56,0.41,11,55,2017-04,NO
Sales Administration,Sulawesi,2000.19,1860.28,0.4,0.41,15,27,2017-04,YES
Sales Administration,Kalimantan,2491.07,970.98,0.58,0.5,15,63,2017-04,YES
Sales Administration,Jawa,1670.26,735.03,0.58,0.41,14,42,2017-04,YES
Sales Administration,NTB,1781.83,1678.35,0.36,0.38,12,30,2017-04,YES
Sales Administration,Papua,810.99,1561.29,0.61,0.43,4,16,2017-04,NO
Sales Administration,Sumatra,1797.94,1353.59,0.65,0.5,11,32,2017-04,YES
Sales Administration,Bali,1945.66,798.98,0.65,0.43,15,65,2017-04,YES
Sales Administration,Sulawesi,2262.7,533.85,0.49,0.45,17,50,2017-04,YES
Sales Administration,Kalimantan,1696.81,1138.56,0.27,0.54,11,46,2017-04,YES
Sales Administration,Jawa,2621.95,753.65,0.22,0.49,22,72,2017-04,YES
Sales Administration,NTB,387.45,1240.96,0.27,0.49,3,8,2017-04,NO
Sales Administration,Papua,2745.86,1908.79,0.41,0.47,21,117,2017-04,YES
Sales Administration,Sumatra,2585.12,1265.85,0.2,0.47,23,51,2017-04,YES
Sales Administration,Bali,2273.53,837.6,0.32,0.47,18,48,2017-04,YES
Sales Administration,Sulawesi,2456.9,1748.04,0.23,0.4,15,58,2017-04,YES
Sales Administration,Kalimantan,1001.19,1787.31,0.65,0.5,8,25,2017-04,NO
Sales Administration,Jawa,580.38,667.9,0.22,0.47,6,21,2017-04,NO
Sales Administration,NTB,1539.49,1969.04,0.59,0.38,14,75,2017-04,NO
Sales Administration,Papua,1034.24,1154.33,0.43,0.38,5,21,2017-04,NO
Sales Administration,Sumatra,1953.66,1485.16,0.43,0.43,15,70,2017-05,YES
Sales Administration,Bali,1623.08,698.85,0.52,0.54,12,52,2017-05,YES
Sales Administration,Sulawesi,1367.41,1432.37,0.47,0.4,8,37,2017-05,NO
Sales Administration,Kalimantan,1578.96,1087.01,0.5,0.45,11,34,2017-05,YES
Sales Administration,Jawa,1718.06,1732.48,0.32,0.4,11,25,2017-05,NO
Sales Administration,NTB,792.27,651.89,0.52,0.49,3,14,2017-05,YES
Sales Administration,Papua,87.31,1037.17,0.56,0.52,3,5,2017-05,NO
Sales Administration,Sumatra,787.05,2009.82,0.29,0.47,3,13,2017-05,NO
Sales Administration,Bali,442.73,1623.51,0.45,0.4,2,3,2017-05,NO
Sales Administration,Sulawesi,973.81,1585.35,0.61,0.41,8,31,2017-05,NO
Sales Administration,Kalimantan,1400.79,1762.59,0.49,0.45,11,38,2017-05,NO
Sales Administration,Jawa,2258.61,1311.7,0.65,0.49,15,76,2017-05,YES
Sales Administration,NTB,361.31,1258.34,0.2,0.41,3,10,2017-05,NO
Sales Administration,Papua,209.85,1923.51,0.32,0.47,3,12,2017-05,NO
Sales Administration,Sumatra,1188.24,1612.37,0.63,0.45,9,46,2017-05,NO
Sales Administration,Bali,1272.11,1122.22,0.41,0.5,9,29,2017-05,YES
Sales Administration,Sulawesi,766.34,1811.13,0.72,0.49,4,18,2017-05,NO
Sales Administration,Kalimantan,1968.64,1673.81,0.45,0.5,15,54,2017-05,YES
Sales Administration,Jawa,2125.31,1132.06,0.18,0.5,14,61,2017-05,YES
Sales Administration,NTB,1953.49,1072.04,0.59,0.4,17,35,2017-05,YES
Sales Administration,Papua,2135.29,1003.2,0.59,0.47,14,60,2017-05,YES
Sales Administration,Sumatra,2693.46,1748.87,0.65,0.52,21,113,2017-05,YES
Sales Administration,Bali,2503.87,792.92,0.59,0.38,15,83,2017-05,YES
Sales Administration,Sulawesi,2438.42,1657.92,0.67,0.45,16,49,2017-05,YES
Sales Administration,Kalimantan,974.62,1492.92,0.41,0.41,8,37,2017-05,NO
Sales Administration,Jawa,1772.96,1155.82,0.32,0.54,12,34,2017-05,YES
Sales Administration,NTB,623.66,1558.96,0.54,0.41,5,18,2017-05,NO
Sales Administration,Papua,2043.01,1933.57,0.36,0.4,15,31,2017-05,YES
Sales Administration,Sumatra,314.74,1474.76,0.22,0.52,2,5,2017-05,NO
Sales Administration,Bali,947.2,605.61,0.49,0.45,6,22,2017-05,YES
Sales Administration,Sulawesi,879.51,1903.05,0.41,0.47,8,19,2017-05,NO
Sales Administration,Kalimantan,1071.04,657.37,0.52,0.41,5,11,2017-06,YES
Sales Administration,Jawa,2061.49,1487.48,0.22,0.47,17,67,2017-06,YES
Sales Administration,NTB,745.19,673.33,0.43,0.36,5,25,2017-06,YES
Sales Administration,Papua,2507.69,697.84,0.54,0.43,20,112,2017-06,YES
Sales Administration,Sumatra,352.87,1336.31,0.34,0.52,2,5,2017-06,NO
Sales Administration,Bali,463.67,1174.39,0.54,0.5,3,11,2017-06,NO
Sales Administration,Sulawesi,2510.15,1141.8,0.4,0.49,15,38,2017-06,YES
Sales Administration,Kalimantan,2437.06,1115.81,0.32,0.49,18,70,2017-06,YES
Sales Administration,Jawa,2644.53,763.07,0.49,0.47,23,127,2017-06,YES
Sales Administration,NTB,509.03,1960.96,0.47,0.36,3,7,2017-06,NO
Sales Administration,Papua,1234.67,628.57,0.2,0.38,11,24,2017-06,YES
Sales Administration,Sumatra,1683.71,1451.32,0.4,0.49,14,40,2017-06,YES
Sales Administration,Bali,512.84,1914.39,0.38,0.38,3,14,2017-06,NO
Sales Administration,Sulawesi,2317.19,1675.17,0.52,0.38,17,29,2017-06,YES
Sales Administration,Kalimantan,2584.05,1388.35,0.27,0.52,21,62,2017-06,YES
Sales Administration,Jawa,2256.96,1723.02,0.23,0.38,20,49,2017-06,YES
Sales Administration,NTB,2275.86,624.89,0.59,0.49,18,97,2017-06,YES
Sales Administration,Papua,888.67,743.8,0.52,0.49,9,17,2017-06,YES
Sales Administration,Sumatra,819.13,1699.56,0.41,0.5,3,6,2017-06,NO
Sales Administration,Bali,646.43,855.79,0.27,0.52,4,15,2017-06,NO
Sales Administration,Sulawesi,2214.09,1512.53,0.68,0.38,18,101,2017-06,YES
Sales Administration,Kalimantan,2071.25,937.21,0.23,0.43,14,30,2017-06,YES
Sales Administration,Jawa,1423.48,666.99,0.25,0.38,10,38,2017-06,YES
Sales Administration,NTB,1829.52,577.66,0.5,0.49,14,43,2017-06,YES
Sales Administration,Papua,1644.09,517.39,0.65,0.38,12,36,2017-06,YES
Sales Administration,Sumatra,1327.72,641.58,0.45,0.41,10,35,2017-06,YES
Sales Administration,Bali,2356.07,923.36,0.47,0.41,16,28,2017-06,YES
Sales Administration,Sulawesi,1152.92,880.13,0.34,0.4,8,29,2017-06,YES
Sales Administration,Kalimantan,2136.1,1280.03,0.2,0.45,14,76,2017-06,YES
Sales Administration,Jawa,1316.19,1088.47,0.54,0.43,8,21,2017-06,YES
Sales Administration,NTB,2716.08,1790.09,0.7,0.41,23,57,2017-07,YES
Sales Administration,Papua,2249.73,1483.73,0.72,0.36,18,91,2017-07,YES
Sales Administration,Sumatra,142.49,740.68,0.29,0.38,3,14,2017-07,NO
Sales Administration,Bali,867.66,1489.91,0.2,0.4,8,31,2017-07,NO
Sales Administration,Sulawesi,2197.74,1038.1,0.4,0.4,18,57,2017-07,YES
Sales Administration,Kalimantan,975.59,1126.99,0.22,0.45,5,23,2017-07,NO
Sales Administration,Jawa,1540.64,593.77,0.29,0.49,11,60,2017-07,YES
Sales Administration,NTB,228.11,1191.1,0.34,0.4,2,7,2017-07,NO
Sales Administration,Papua,608.21,1127.49,0.72,0.38,3,5,2017-07,NO
Sales Administration,Sumatra,526.94,1778.47,0.41,0.38,2,5,2017-07,NO
Sales Administration,Bali,1775.49,625.19,0.59,0.45,14,59,2017-07,YES
Sales Administration,Sulawesi,1751.44,584.19,0.29,0.43,11,30,2017-07,YES
Sales Administration,Kalimantan,113.72,631.93,0.38,0.43,3,5,2017-07,NO
Sales Administration,Jawa,340.92,1681.3,0.23,0.38,3,9,2017-07,NO
Sales Administration,NTB,2421.55,545.23,0.27,0.45,15,65,2017-07,YES
Sales Administration,Papua,445.52,1688.7,0.49,0.47,2,7,2017-07,NO
Sales Administration,Sumatra,317.81,1759.88,0.65,0.5,2,4,2017-07,NO
Sales Administration,Bali,2298.46,1899.32,0.68,0.54,18,63,2017-07,YES
Sales Administration,Sulawesi,2302.04,658.73,0.29,0.45,17,42,2017-07,YES
Sales Administration,Kalimantan,1538.37,528.44,0.27,0.52,12,45,2017-07,YES
Sales Administration,Jawa,953.64,1194.44,0.2,0.49,8,14,2017-07,NO
Sales Administration,NTB,1360.08,1236.18,0.2,0.45,9,48,2017-07,YES
Sales Administration,Papua,2675.48,1708.46,0.36,0.49,22,58,2017-07,YES
Sales Administration,Sumatra,302.43,1074.25,0.18,0.38,3,8,2017-07,NO
Sales Administration,Bali,1187.7,1243.53,0.52,0.49,11,63,2017-07,NO
Sales Administration,Sulawesi,2267.61,1797.05,0.49,0.38,18,74,2017-07,YES
Sales Administration,Kalimantan,323.81,934.08,0.61,0.49,3,11,2017-07,NO
Sales Administration,Jawa,729.98,692.54,0.5,0.52,4,7,2017-07,YES
Sales Administration,NTB,131.18,686.19,0.18,0.4,3,10,2017-07,NO
Sales Administration,Papua,184.05,1229.6,0.32,0.4,2,3,2017-07,NO
Sales Administration,Sumatra,520.08,1731.54,0.32,0.36,3,11,2017-07,NO
Sales Administration,Bali,2118.95,1752.19,0.4,0.45,15,41,2017-08,YES
Sales Administration,Sulawesi,2653.4,1606.98,0.65,0.45,21,89,2017-08,YES
Sales Administration,Kalimantan,2188.27,1623.73,0.49,0.43,20,97,2017-08,YES
Sales Administration,Jawa,398.36,1826.42,0.27,0.47,3,8,2017-08,NO
Sales Administration,NTB,2411.68,1343.29,0.38,0.4,18,90,2017-08,YES
Sales Administration,Papua,216.2,2005.73,0.34,0.47,3,12,2017-08,NO
Sales Administration,Sumatra,2094.52,1798.59,0.52,0.4,16,82,2017-08,YES
Sales Administration,Bali,1038.4,1779.97,0.49,0.52,5,23,2017-08,NO
Sales Administration,Sulawesi,222.87,1107.73,0.68,0.52,2,3,2017-08,NO
Sales Administration,Kalimantan,1325.0,1400.76,0.49,0.52,9,21,2017-08,NO
Sales Administration,Jawa,2294.77,1402.23,0.47,0.41,16,69,2017-08,YES
Sales Administration,NTB,2094.31,603.43,0.18,0.43,17,58,2017-08,YES
Sales Administration,Papua,1083.2,889.72,0.67,0.4,8,18,2017-08,YES
Sales Administration,Sumatra,1224.63,1951.65,0.23,0.5,10,52,2017-08,NO
Sales Administration,Bali,584.61,519.44,0.25,0.47,4,14,2017-08,YES
Sales Administration,Sulawesi,2100.15,1851.08,0.38,0.49,14,76,2017-08,YES
Sales Administration,Kalimantan,2269.15,1727.08,0.31,0.38,17,70,2017-08,YES
Sales Administration,Jawa,2492.38,1926.73,0.61,0.41,16,78,2017-08,YES
Sales Administration,NTB,2381.0,773.41,0.25,0.41,20,34,2017-08,YES
Sales Administration,Papua,474.88,654.87,0.52,0.54,3,8,2017-08,NO
Sales Administration,Sumatra,1099.21,1110.76,0.22,0.5,6,25,2017-08,NO
Sales Administration,Bali,1532.85,1036.86,0.63,0.52,12,62,2017-08,YES
Sales Administration,Sulawesi,489.97,747.59,0.4,0.4,2,6,2017-08,NO
Sales Administration,Kalimantan,1336.68,1389.44,0.65,0.38,8,33,2017-08,NO
Sales Administration,Jawa,814.03,1642.94,0.7,0.4,5,14,2017-08,NO
Sales Administration,NTB,2626.53,1712.92,0.61,0.5,23,121,2017-08,YES
Sales Administration,Papua,2399.01,1236.92,0.56,0.5,15,77,2017-08,YES
Sales Administration,Sumatra,1026.62,736.26,0.41,0.52,5,9,2017-08,YES
Sales Administration,Bali,2327.89,505.45,0.61,0.4,15,25,2017-08,YES
Sales Administration,Sulawesi,689.82,1577.19,0.68,0.47,3,8,2017-08,NO
Sales Administration,Kalimantan,1830.84,906.8,0.59,0.47,17,77,2017-08,YES
Sales Administration,Jawa,2618.84,1023.16,0.4,0.47,20,102,2017-09,YES
Sales Administration,NTB,1226.12,1365.06,0.45,0.45,11,33,2017-09,NO
Sales Administration,Papua,1842.34,1935.12,0.68,0.38,14,24,2017-09,NO
Sales Administration,Sumatra,1506.31,768.73,0.67,0.38,12,38,2017-09,YES
Sales Administration,Bali,1636.66,1166.31,0.49,0.52,11,44,2017-09,YES
Sales Administration,Sulawesi,651.9,1697.46,0.23,0.5,5,20,2017-09,NO
Sales Administration,Kalimantan,2437.85,657.12,0.34,0.43,20,56,2017-09,YES
Sales Administration,Jawa,784.21,987.68,0.7,0.38,4,16,2017-09,NO
Sales Administration,NTB,1060.75,1684.54,0.63,0.47,6,34,2017-09,NO
Sales Administration,Papua,1521.52,1079.58,0.2,0.45,12,32,2017-09,YES
Sales Administration,Sumatra,297.85,1721.79,0.47,0.43,2,7,2017-09,NO
Sales Administration,Bali,1994.49,1113.8,0.31,0.38,17,45,2017-09,YES
Sales Administration,Sulawesi,1702.99,882.58,0.49,0.49,12,50,2017-09,YES
Sales Administration,Kalimantan,2568.5,1149.96,0.38,0.38,22,63,2017-09,YES
Sales Administration,Jawa,1034.54,559.18,0.7,0.38,6,35,2017-09,YES
Sales Administration,NTB,61.8,1934.29,0.45,0.38,2,3,2017-09,NO
Sales Administration,Papua,471.24,1855.35,0.54,0.52,2,3,2017-09,NO
Sales Administration,Sumatra,1737.81,1812.95,0.49,0.41,11,40,2017-09,NO
Sales Administration,Bali,1309.35,717.71,0.38,0.43,8,35,2017-09,YES
Sales Administration,Sulawesi,994.39,542.4,0.47,0.5,8,35,2017-09,YES
Sales Administration,Kalimantan,1897.3,910.18,0.63,0.38,15,84,2017-09,YES
Sales Administration,Jawa,114.08,1596.86,0.45,0.45,2,6,2017-09,NO
Sales Administration,NTB,2444.6,590.99,0.59,0.5,20,43,2017-09,YES
Sales Administration,Papua,1319.04,1976.41,0.38,0.49,9,49,2017-09,NO
Sales Administration,Sumatra,2741.67,1180.2,0.49,0.4,22,63,2017-09,YES
Sales Administration,Bali,1882.84,814.85,0.65,0.4,17,40,2017-09,YES
Sales Administration,Sulawesi,774.95,1491.09,0.7,0.36,3,6,2017-09,NO
Sales Administration,Kalimantan,777.1,1146.31,0.45,0.4,4,12,2017-09,NO
Sales Administration,Jawa,1592.6,1315.2,0.27,0.38,14,38,2017-09,YES
Sales Administration,NTB,2152.56,1896.57,0.54,0.52,14,75,2017-09,YES
Sales Administration,Papua,1369.17,512.87,0.27,0.49,9,18,2017-10,YES
Sales Administration,Sumatra,417.51,580.35,0.32,0.47,3,14,2017-10,NO
Sales Administration,Bali,464.92,1464.97,0.47,0.38,2,7,2017-10,NO
Sales Administration,Sulawesi,664.82,634.28,0.49,0.49,4,11,2017-10,YES
Sales Administration,Kalimantan,719.45,1757.26,0.18,0.41,3,7,2017-10,NO
Sales Administration,Jawa,962.91,920.82,0.36,0.36,9,21,2017-10,YES
Sales Administration,NTB,1533.72,686.48,0.65,0.47,12,32,2017-10,YES
Sales Administration,Papua,470.25,1141.46,0.68,0.36,2,4,2017-10,NO
Sales Administration,Sumatra,496.58,1416.44,0.41,0.4,2,4,2017-10,NO
Sales Administration,Bali,1227.48,1449.63,0.59,0.52,10,47,2017-10,NO
Sales Administration,Sulawesi,1679.93,1571.57,0.41,0.47,11,30,2017-10,YES
Sales Administration,Kalimantan,1510.49,1819.2,0.32,0.36,14,30,2017-10,NO
Sales Administration,Jawa,1282.29,1953.0,0.4,0.36,10,26,2017-10,NO
Sales Administration,NTB,570.8,976.02,0.2,0.38,3,8,2017-10,NO
Sales Administration,Papua,1275.96,1263.92,0.49,0.54,8,22,2017-10,YES
Sales Administration,Sumatra,1440.45,706.33,0.61,0.47,9,15,2017-10,YES
Sales Administration,Bali,928.67,578.42,0.4,0.54,6,11,2017-10,YES
Sales Administration,Sulawesi,614.59,944.96,0.4,0.45,6,28,2017-10,NO
Sales Administration,Kalimantan,416.26,1787.73,0.25,0.49,3,14,2017-10,NO
Sales Administration,Jawa,2528.7,849.79,0.18,0.45,23,59,2017-10,YES
Sales Administration,NTB,197.99,1953.91,0.41,0.41,3,11,2017-10,NO
Sales Administration,Papua,1020.95,1165.15,0.43,0.49,6,26,2017-10,NO
Sales Administration,Sumatra,1543.28,1260.32,0.41,0.49,12,64,2017-10,YES
Sales Administration,Bali,349.33,1474.75,0.56,0.43,3,11,2017-10,NO
Sales Administration,Sulawesi,2145.24,893.82,0.67,0.52,17,43,2017-10,YES
Sales Administration,Kalimantan,190.3,1406.38,0.41,0.49,2,5,2017-10,NO
Sales Administration,Jawa,1682.02,1520.54,0.72,0.5,11,29,2017-10,YES
Sales Administration,NTB,1835.19,939.33,0.49,0.5,16,75,2017-10,YES
Sales Administration,Papua,813.41,1228.12,0.4,0.47,6,21,2017-10,NO
Sales Administration,Sumatra,705.59,770.26,0.4,0.47,5,12,2017-10,NO
Sales Administration,Bali,1874.09,1976.73,0.41,0.43,15,76,2017-10,NO
Sales Administration,Sulawesi,1173.7,1366.03,0.65,0.41,5,27,2017-11,NO
Sales Administration,Kalimantan,556.75,1694.58,0.34,0.45,5,14,2017-11,NO
Sales Administration,Jawa,2020.25,1468.86,0.56,0.43,14,67,2017-11,YES
Sales Administration,NTB,2468.75,1698.96,0.54,0.43,15,47,2017-11,YES
Sales Administration,Papua,2060.71,596.58,0.36,0.52,17,52,2017-11,YES
Sales Administration,Sumatra,94.16,1433.87,0.38,0.4,2,7,2017-11,NO
Sales Administration,Bali,448.44,1287.89,0.34,0.45,3,10,2017-11,NO
Sales Administration,Sulawesi,1503.16,1475.76,0.45,0.5,14,55,2017-11,YES
Sales Administration,Kalimantan,580.33,1477.09,0.23,0.43,6,15,2017-11,NO
Sales Administration,Jawa,1774.86,600.48,0.45,0.5,12,29,2017-11,YES
Sales Administration,NTB,1539.2,1152.59,0.27,0.43,12,55,2017-11,YES
Sales Administration,Papua,985.05,1841.7,0.25,0.45,6,23,2017-11,NO
Sales Administration,Sumatra,2100.47,547.46,0.32,0.38,14,67,2017-11,YES
Sales Administration,Bali,280.53,561.66,0.54,0.4,3,6,2017-11,NO
Sales Administration,Sulawesi,610.27,1121.03,0.56,0.49,3,11,2017-11,NO
Sales Administration,Kalimantan,2176.19,1643.26,0.52,0.5,20,106,2017-11,YES
Sales Administration,Jawa,1589.13,1400.85,0.67,0.52,14,60,2017-11,YES
Sales Administration,NTB,1227.95,1248.68,0.52,0.49,9,37,2017-11,NO
Sales Administration,Papua,2044.02,1416.87,0.27,0.52,15,54,2017-11,YES
Sales Administration,Sumatra,420.77,1227.97,0.31,0.41,3,13,2017-11,NO
Sales Administration,Bali,543.66,1377.79,0.72,0.36,2,7,2017-11,NO
Sales Administration,Sulawesi,727.37,1149.51,0.67,0.52,5,16,2017-11,NO
Sales Administration,Kalimantan,2707.79,1904.64,0.36,0.52,23,41,2017-11,YES
Sales Administration,Jawa,2084.41,830.03,0.34,0.41,16,27,2017-11,YES
Sales Administration,NTB,212.05,1393.6,0.61,0.47,3,10,2017-11,NO
Sales Administration,Papua,1065.18,705.34,0.4,0.54,6,15,2017-11,YES
Sales Administration,Sumatra,1000.94,1941.71,0.68,0.5,9,38,2017-11,NO
Sales Administration,Bali,78.34,1170.72,0.23,0.49,3,12,2017-11,NO
Sales Administration,Sulawesi,2600.5,1461.93,0.45,0.5,21,87,2017-11,YES
