Department,Region,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers,KPi Achieved
Key Accounts,Bali,3442.58,8059.85,0.25,0.25,2017-02-02,30,88,NO
Key Accounts,Sulawesi,728.6,2618.22,0.37,0.28,2017-02-03,3,12,NO
Key Accounts,Kalimantan,7369.27,3840.38,0.29,0.28,2017-02-04,64,204,YES
Key Accounts,Jawa,8988.09,3660.94,0.13,0.3,2017-02-05,75,411,YES
Key Accounts,NTB,11054.89,6320.07,0.14,0.32,2017-02-06,118,225,YES
Key Accounts,Papua,1603.67,7489.9,0.39,0.25,2017-02-07,14,25,NO
Key Accounts,Sumatra,9799.33,4992.98,0.21,0.28,2017-02-08,72,371,YES
Key Accounts,Bali,8176.81,7877.13,0.41,0.28,2017-02-09,68,367,YES
Key Accounts,Sulawesi,10769.08,5582.66,0.3,0.31,2017-02-10,96,342,YES
Key Accounts,Kalimantan,3253.56,4989.31,0.34,0.23,2017-02-11,24,66,NO
Key Accounts,Jawa,2944.96,4838.59,0.33,0.31,2017-02-12,23,47,NO
Key Accounts,NTB,4356.59,3820.46,0.13,0.32,2017-02-13,34,59,YES
Key Accounts,Papua,7316.61,2135.4,0.34,0.26,2017-02-14,64,293,YES
Key Accounts,Sumatra,8877.07,2699.77,0.34,0.23,2017-02-15,74,158,YES
Key Accounts,Bali,7511.53,7763.76,0.23,0.23,2017-02-16,57,169,NO
Key Accounts,Sulawesi,7088.16,3230.99,0.32,0.25,2017-02-17,58,308,YES
Key Accounts,Kalimantan,4866.51,5382.32,0.15,0.29,2017-02-18,35,83,NO
Key Accounts,Jawa,8332.55,2945.89,0.26,0.25,2017-02-19,72,316,YES
Key Accounts,NTB,5505.35,4016.98,0.15,0.3,2017-02-20,44,136,YES
Key Accounts,Papua,885.93,4250.35,0.12,0.24,2017-02-21,5,18,NO
Key Accounts,Sumatra,7382.79,3615.81,0.35,0.25,2017-02-22,65,206,YES
Key Accounts,Bali,8211.63,7187.04,0.33,0.3,2017-02-23,66,164,YES
Key Accounts,Sulawesi,6460.13,6214.48,0.43,0.29,2017-02-24,57,112,YES
Key Accounts,Kalimantan,330.28,3290.63,0.3,0.25,2017-02-25,3,8,NO
Key Accounts,Jawa,978.28,2995.78,0.19,0.25,2017-02-26,9,15,NO
Key Accounts,NTB,4887.49,3787.6,0.19,0.22,2017-02-27,35,126,YES
Key Accounts,Papua,10406.74,5166.56,0.2,0.29,2017-02-28,126,667,YES
Key Accounts,Sumatra,6875.38,3967.08,0.32,0.23,2017-03-01,53,293,YES
Key Accounts,Bali,2967.71,7832.07,0.25,0.26,2017-03-02,24,84,NO
Key Accounts,Sulawesi,4547.35,2530.57,0.28,0.31,2017-03-03,38,147,YES
Key Accounts,Kalimantan,4346.08,7922.56,0.14,0.25,2017-03-04,35,162,NO
Key Accounts,Jawa,1363.97,3133.35,0.36,0.29,2017-03-05,9,29,NO
Key Accounts,NTB,1674.6,4517.21,0.26,0.24,2017-03-06,12,23,NO
Key Accounts,Papua,5158.58,5517.59,0.42,0.23,2017-03-07,38,135,NO
Key Accounts,Sumatra,3849.74,6757.57,0.24,0.3,2017-03-08,32,177,NO
Key Accounts,Bali,1482.38,2919.08,0.2,0.22,2017-03-09,10,55,NO
Key Accounts,Sulawesi,4379.98,4076.64,0.37,0.29,2017-03-10,39,126,YES
Key Accounts,Kalimantan,11060.29,6068.56,0.15,0.23,2017-03-11,120,316,YES
Key Accounts,Jawa,1099.83,5073.85,0.4,0.25,2017-03-12,6,11,NO
Key Accounts,NTB,331.82,2606.89,0.14,0.26,2017-03-13,3,8,NO
Key Accounts,Papua,237.6,7786.74,0.39,0.28,2017-03-14,3,8,NO
Key Accounts,Sumatra,9036.13,7956.3,0.33,0.25,2017-03-15,76,309,YES
Key Accounts,Bali,10270.01,3079.76,0.37,0.28,2017-03-16,84,145,YES
Key Accounts,Sulawesi,336.83,6441.84,0.42,0.23,2017-03-17,2,7,NO
Key Accounts,Kalimantan,916.06,7410.23,0.26,0.23,2017-03-18,8,31,NO
Key Accounts,Jawa,8241.15,7916.43,0.22,0.3,2017-03-19,66,177,YES
Key Accounts,NTB,1692.24,3140.97,0.23,0.29,2017-03-20,12,53,NO
Key Accounts,Papua,6879.61,7044.41,0.29,0.28,2017-03-21,53,272,NO
Key Accounts,Sumatra,10628.04,3109.78,0.23,0.26,2017-03-22,104,332,YES
Key Accounts,Bali,1864.35,5777.65,0.14,0.23,2017-03-23,15,54,NO
Key Accounts,Sulawesi,4313.79,4376.53,0.3,0.31,2017-03-24,33,90,NO
Key Accounts,Kalimantan,1437.85,3176.71,0.19,0.31,2017-03-25,11,45,NO
Key Accounts,Jawa,6218.81,3886.46,0.43,0.26,2017-03-26,47,96,YES
Key Accounts,NTB,7023.33,7500.59,0.43,0.24,2017-03-27,54,257,NO
Key Accounts,Papua,1745.25,2722.67,0.12,0.23,2017-03-28,11,36,NO
Key Accounts,Sumatra,8195.7,7806.37,0.3,0.24,2017-03-29,74,255,YES
Key Accounts,Bali,2185.19,4392.6,0.13,0.32,2017-03-30,18,68,NO
Key Accounts,Sulawesi,7589.85,6955.34,0.28,0.3,2017-03-31,62,136,YES
Key Accounts,Kalimantan,1409.24,2656.44,0.31,0.31,2017-04-01,8,28,NO
Key Accounts,Jawa,2434.77,5308.69,0.37,0.3,2017-04-02,18,61,NO
Key Accounts,NTB,4992.48,7646.9,0.28,0.33,2017-04-03,44,179,NO
Key Accounts,Papua,777.21,5464.83,0.18,0.28,2017-04-04,6,24,NO
Key Accounts,Sumatra,10124.47,4748.14,0.11,0.28,2017-04-05,72,141,YES
Key Accounts,Bali,6879.79,3849.64,0.35,0.24,2017-04-06,57,134,YES
Key Accounts,Sulawesi,3911.7,2345.21,0.22,0.31,2017-04-07,32,172,YES
Key Accounts,Kalimantan,2382.93,7510.61,0.37,0.25,2017-04-08,17,68,NO
Key Accounts,Jawa,6907.92,3159.69,0.29,0.31,2017-04-09,52,267,YES
Key Accounts,NTB,11066.18,8054.37,0.36,0.3,2017-04-10,117,227,YES
Key Accounts,Papua,3291.36,3425.43,0.33,0.23,2017-04-11,26,77,NO
Key Accounts,Sumatra,5232.93,2458.7,0.34,0.3,2017-04-12,40,219,YES
Key Accounts,Bali,3644.32,4369.8,0.26,0.23,2017-04-13,29,133,NO
Key Accounts,Sulawesi,5017.32,2052.55,0.4,0.23,2017-04-14,36,176,YES
Key Accounts,Kalimantan,7696.77,6228.17,0.33,0.32,2017-04-15,58,185,YES
Key Accounts,Jawa,4313.69,3689.87,0.22,0.29,2017-04-16,29,138,YES
Key Accounts,NTB,1593.55,6835.16,0.21,0.3,2017-04-17,11,34,NO
Key Accounts,Papua,6749.38,2898.22,0.33,0.31,2017-04-18,56,240,YES
Key Accounts,Sumatra,10758.44,5807.94,0.24,0.22,2017-04-19,114,509,YES
Key Accounts,Bali,8723.49,6002.58,0.25,0.29,2017-04-20,64,358,YES
Key Accounts,Sulawesi,10505.69,4372.08,0.22,0.3,2017-04-21,129,522,YES
Key Accounts,Kalimantan,1019.4,7092.75,0.28,0.33,2017-04-22,6,29,NO
Key Accounts,Jawa,5665.05,7601.69,0.39,0.26,2017-04-23,42,229,NO
Key Accounts,NTB,3807.3,6499.34,0.23,0.31,2017-04-24,35,203,NO
Key Accounts,Papua,2794.92,2252.42,0.15,0.32,2017-04-25,20,68,YES
Key Accounts,Sumatra,9199.9,6633.33,0.32,0.22,2017-04-26,77,234,YES
Key Accounts,Bali,8054.42,6766.99,0.26,0.23,2017-04-27,70,263,YES
Key Accounts,Sulawesi,4681.6,4056.21,0.36,0.3,2017-04-28,36,71,YES
Key Accounts,Kalimantan,8992.31,2924.32,0.31,0.26,2017-04-29,71,369,YES
Key Accounts,Jawa,6957.84,5910.11,0.35,0.24,2017-04-30,52,111,YES
Key Accounts,NTB,1048.67,6055.85,0.31,0.25,2017-05-01,5,14,NO
Key Accounts,Papua,4780.86,3363.98,0.26,0.26,2017-05-02,39,219,YES
Key Accounts,Sumatra,6030.36,3499.29,0.36,0.31,2017-05-03,47,94,YES
Key Accounts,Bali,3593.64,6818.72,0.43,0.28,2017-05-04,30,104,NO
Key Accounts,Sulawesi,7220.89,2436.05,0.14,0.31,2017-05-05,58,265,YES
Key Accounts,Kalimantan,1339.62,3277.97,0.31,0.28,2017-05-06,10,52,NO
Key Accounts,Jawa,7827.21,4899.43,0.21,0.32,2017-05-07,66,358,YES
Key Accounts,NTB,4744.44,8027.37,0.21,0.22,2017-05-08,36,96,NO
Key Accounts,Papua,7959.23,4848.77,0.25,0.26,2017-05-09,65,119,YES
Key Accounts,Sumatra,7359.02,3048.85,0.35,0.28,2017-05-10,65,308,YES
Key Accounts,Bali,9917.41,6587.16,0.25,0.23,2017-05-11,72,324,YES
Key Accounts,Sulawesi,5328.88,7564.38,0.2,0.22,2017-05-12,45,106,NO
Key Accounts,Kalimantan,2860.55,3784.52,0.31,0.28,2017-05-13,21,84,NO
Key Accounts,Jawa,4426.73,6378.41,0.33,0.32,2017-05-14,39,97,NO
Key Accounts,NTB,3748.26,4261.98,0.39,0.26,2017-05-15,29,144,NO
Key Accounts,Papua,1705.45,3590.18,0.21,0.25,2017-05-16,14,47,NO
Key Accounts,Sumatra,2495.16,5155.72,0.3,0.29,2017-05-17,18,56,NO
Key Accounts,Bali,3278.1,3216.97,0.4,0.33,2017-05-18,24,101,YES
Key Accounts,Sulawesi,1184.11,6278.21,0.41,0.31,2017-05-19,8,25,NO
Key Accounts,Kalimantan,2728.5,4252.67,0.3,0.29,2017-05-20,23,86,NO
Key Accounts,Jawa,9481.13,2834.54,0.29,0.31,2017-05-21,82,198,YES
Key Accounts,NTB,10494.59,7057.63,0.34,0.31,2017-05-22,136,293,YES
Key Accounts,Papua,5822.7,7704.43,0.24,0.31,2017-05-23,47,222,NO
Key Accounts,Sumatra,8848.61,2564.9,0.36,0.25,2017-05-24,69,269,YES
Key Accounts,Bali,9407.88,4279.51,0.26,0.25,2017-05-25,81,424,YES
Key Accounts,Sulawesi,6026.08,4222.7,0.37,0.33,2017-05-26,52,159,YES
Key Accounts,Kalimantan,2855.17,6848.06,0.23,0.28,2017-05-27,22,57,NO
Key Accounts,Jawa,1933.8,6718.46,0.35,0.26,2017-05-28,15,51,NO
Key Accounts,NTB,5233.44,7837.04,0.11,0.22,2017-05-29,45,249,NO
Key Accounts,Papua,3025.76,6377.46,0.35,0.33,2017-05-30,24,89,NO
Key Accounts,Sumatra,1468.84,2520.32,0.18,0.28,2017-05-31,11,58,NO
Key Accounts,Bali,8314.3,4735.83,0.25,0.26,2017-06-01,64,258,YES
Key Accounts,Sulawesi,3826.92,6114.54,0.34,0.25,2017-06-02,32,73,NO
Key Accounts,Kalimantan,10594.43,3996.48,0.21,0.24,2017-06-03,148,627,YES
Key Accounts,Jawa,2078.64,7678.68,0.43,0.3,2017-06-04,14,71,NO
Key Accounts,NTB,4393.18,2306.42,0.18,0.24,2017-06-05,34,63,YES
Key Accounts,Papua,10458.69,5703.26,0.4,0.25,2017-06-06,88,370,YES
Key Accounts,Sumatra,9665.81,6037.37,0.39,0.33,2017-06-07,77,263,YES
Key Accounts,Bali,6159.48,3962.74,0.24,0.25,2017-06-08,46,165,YES
Key Accounts,Sulawesi,9432.24,5529.27,0.32,0.32,2017-06-09,86,468,YES
Key Accounts,Kalimantan,10841.46,5728.56,0.29,0.3,2017-06-10,100,408,YES
Key Accounts,Jawa,10001.88,5025.79,0.31,0.33,2017-06-11,84,384,YES
Key Accounts,NTB,9916.14,6324.65,0.13,0.24,2017-06-12,87,301,YES
Key Accounts,Papua,8980.49,3478.12,0.31,0.26,2017-06-13,72,132,YES
Key Accounts,Sumatra,11078.64,7349.95,0.23,0.22,2017-06-14,141,400,YES
Key Accounts,Bali,775.87,7172.52,0.21,0.32,2017-06-15,5,14,NO
Key Accounts,Sulawesi,767.81,3460.28,0.21,0.26,2017-06-16,6,22,NO
Key Accounts,Kalimantan,2349.49,7991.01,0.31,0.24,2017-06-17,15,63,NO
Key Accounts,Jawa,4769.5,2164.06,0.15,0.25,2017-06-18,35,173,YES
Key Accounts,NTB,5520.56,4857.06,0.12,0.28,2017-06-19,44,134,YES
Key Accounts,Papua,3757.22,7072.57,0.12,0.25,2017-06-20,30,62,NO
Key Accounts,Sumatra,3035.79,2736.72,0.21,0.22,2017-06-21,23,39,YES
Key Accounts,Bali,2102.17,2696.92,0.35,0.28,2017-06-22,14,34,NO
Key Accounts,Sulawesi,3920.93,5842.56,0.35,0.32,2017-06-23,30,140,NO
Key Accounts,Kalimantan,9576.69,4336.96,0.29,0.23,2017-06-24,72,170,YES
Key Accounts,Jawa,7810.33,2140.2,0.29,0.3,2017-06-25,65,363,YES
Key Accounts,NTB,4455.75,5683.72,0.4,0.3,2017-06-26,39,77,NO
Key Accounts,Papua,9739.68,5878.24,0.18,0.31,2017-06-27,82,459,YES
Key Accounts,Sumatra,9404.76,3352.45,0.26,0.24,2017-06-28,83,360,YES
Key Accounts,Bali,7771.06,2318.8,0.13,0.32,2017-06-29,66,199,YES
Key Accounts,Sulawesi,5900.31,4481.63,0.28,0.28,2017-06-30,51,246,YES
Key Accounts,Kalimantan,8134.14,5441.28,0.13,0.33,2017-07-01,65,136,YES
Key Accounts,Jawa,6104.3,4211.38,0.35,0.26,2017-07-02,42,113,YES
Key Accounts,NTB,6804.01,6183.27,0.12,0.32,2017-07-03,54,228,YES
Key Accounts,Papua,7076.76,6318.35,0.37,0.26,2017-07-04,53,263,YES
Key Accounts,Sumatra,2381.69,6159.38,0.13,0.29,2017-07-05,18,60,NO
Key Accounts,Bali,8593.26,4358.25,0.32,0.24,2017-07-06,64,250,YES
Key Accounts,Sulawesi,9948.47,6565.92,0.12,0.32,2017-07-07,81,302,YES
Key Accounts,Kalimantan,7297.93,6353.84,0.39,0.22,2017-07-08,60,345,YES
Key Accounts,Jawa,6454.89,7606.96,0.42,0.29,2017-07-09,50,239,NO
Key Accounts,NTB,9862.93,2621.36,0.28,0.24,2017-07-10,75,228,YES
Key Accounts,Papua,5262.35,2566.51,0.3,0.31,2017-07-11,42,234,YES
Key Accounts,Sumatra,1935.52,5316.85,0.15,0.3,2017-07-12,17,49,NO
Key Accounts,Bali,3116.98,2952.59,0.13,0.3,2017-07-13,24,92,YES
Key Accounts,Sulawesi,4498.69,3357.94,0.15,0.23,2017-07-14,39,175,YES
Key Accounts,Kalimantan,4635.4,3047.79,0.35,0.32,2017-07-15,39,176,YES
Key Accounts,Jawa,5956.23,4480.3,0.18,0.29,2017-07-16,50,255,YES
Key Accounts,NTB,6316.04,8031.9,0.19,0.29,2017-07-17,47,81,NO
Key Accounts,Papua,9167.21,6995.46,0.12,0.32,2017-07-18,72,282,YES
Key Accounts,Sumatra,10865.32,3937.8,0.26,0.28,2017-07-19,100,252,YES
Key Accounts,Bali,2770.24,4465.94,0.36,0.23,2017-07-20,23,100,NO
Key Accounts,Sulawesi,2335.22,6667.56,0.33,0.22,2017-07-21,20,72,NO
Key Accounts,Kalimantan,8491.58,6385.19,0.42,0.24,2017-07-22,71,408,YES
Key Accounts,Jawa,4053.86,4777.72,0.31,0.32,2017-07-23,34,124,NO
Key Accounts,NTB,2184.54,2623.03,0.21,0.32,2017-07-24,15,80,NO
Key Accounts,Papua,6182.31,3114.63,0.25,0.23,2017-07-25,48,105,YES
Key Accounts,Sumatra,10162.45,3485.82,0.15,0.31,2017-07-26,87,351,YES
Key Accounts,Bali,1854.01,3269.43,0.15,0.3,2017-07-27,14,28,NO
Key Accounts,Sulawesi,4110.0,3991.52,0.23,0.25,2017-07-28,29,101,YES
Key Accounts,Kalimantan,8512.76,2560.2,0.17,0.28,2017-07-29,66,262,YES
Key Accounts,Jawa,7333.32,5557.49,0.29,0.32,2017-07-30,60,229,YES
Key Accounts,NTB,10335.63,7680.04,0.42,0.31,2017-07-31,80,230,YES
Key Accounts,Papua,8803.12,4577.47,0.23,0.22,2017-08-01,70,396,YES
Key Accounts,Sumatra,7982.5,2668.94,0.18,0.3,2017-08-02,70,353,YES
Key Accounts,Bali,8065.73,6125.76,0.13,0.3,2017-08-03,72,261,YES
Key Accounts,Sulawesi,3837.67,5694.64,0.19,0.23,2017-08-04,30,110,NO
Key Accounts,Kalimantan,1545.05,5387.72,0.36,0.28,2017-08-05,11,39,NO
Key Accounts,Jawa,3321.71,7489.45,0.39,0.25,2017-08-06,23,102,NO
Key Accounts,NTB,5804.65,2314.63,0.3,0.32,2017-08-07,52,212,YES
Key Accounts,Papua,9354.05,8022.37,0.19,0.25,2017-08-08,82,302,YES
Key Accounts,Sumatra,6756.57,6757.99,0.14,0.3,2017-08-09,53,262,NO
Key Accounts,Bali,6324.74,6237.59,0.42,0.23,2017-08-10,42,129,YES
Key Accounts,Sulawesi,9795.89,3479.36,0.4,0.24,2017-08-11,72,222,YES
Key Accounts,Kalimantan,208.67,2516.13,0.15,0.26,2017-08-12,3,5,NO
Key Accounts,Jawa,970.85,2374.79,0.43,0.29,2017-08-13,9,37,NO
Key Accounts,NTB,3267.12,6118.57,0.43,0.32,2017-08-14,23,110,NO
Key Accounts,Papua,6775.62,3322.05,0.29,0.26,2017-08-15,51,289,YES
Key Accounts,Sumatra,1246.19,5265.4,0.15,0.23,2017-08-16,10,37,NO
Key Accounts,Bali,9223.69,4093.63,0.33,0.3,2017-08-17,78,429,YES
Key Accounts,Sulawesi,893.78,3277.76,0.2,0.23,2017-08-18,5,28,NO
Key Accounts,Kalimantan,3029.46,7121.36,0.33,0.3,2017-08-19,23,81,NO
Key Accounts,Jawa,4036.32,7418.38,0.33,0.24,2017-08-20,30,162,NO
Key Accounts,NTB,10983.37,7205.57,0.3,0.3,2017-08-21,120,496,YES
Key Accounts,Papua,5396.17,2019.18,0.15,0.25,2017-08-22,38,181,YES
Key Accounts,Sumatra,4508.73,3885.96,0.33,0.26,2017-08-23,35,94,YES
Key Accounts,Bali,5110.17,3385.35,0.4,0.32,2017-08-24,45,106,YES
Key Accounts,Sulawesi,3043.94,4196.29,0.21,0.25,2017-08-25,24,98,NO
Key Accounts,Kalimantan,4570.01,8012.64,0.18,0.32,2017-08-26,35,198,NO
Key Accounts,Jawa,1879.06,6114.34,0.32,0.25,2017-08-27,17,32,NO
Key Accounts,NTB,218.02,5279.39,0.18,0.33,2017-08-28,3,13,NO
Key Accounts,Papua,5801.26,5924.87,0.3,0.23,2017-08-29,52,183,NO
Key Accounts,Sumatra,8178.49,7686.96,0.42,0.29,2017-08-30,72,259,YES
Key Accounts,Bali,8561.95,3086.7,0.26,0.24,2017-08-31,69,226,YES
Key Accounts,Sulawesi,1970.73,3988.56,0.31,0.3,2017-09-01,15,28,NO
Key Accounts,Kalimantan,2269.51,6042.31,0.12,0.28,2017-09-02,15,47,NO
Key Accounts,Jawa,6856.26,4654.05,0.26,0.25,2017-09-03,53,108,YES
Key Accounts,NTB,3560.2,2576.94,0.25,0.25,2017-09-04,27,98,YES
Key Accounts,Papua,912.53,3893.24,0.18,0.26,2017-09-05,9,25,NO
Key Accounts,Sumatra,8800.85,6822.99,0.18,0.28,2017-09-06,64,188,YES
Key Accounts,Bali,666.63,3998.17,0.4,0.25,2017-09-07,3,7,NO
Key Accounts,Sulawesi,3093.05,7914.7,0.43,0.22,2017-09-08,23,62,NO
Key Accounts,Kalimantan,2749.42,4463.64,0.36,0.26,2017-09-09,21,38,NO
Key Accounts,Jawa,4366.44,4626.43,0.34,0.24,2017-09-10,35,120,NO
Key Accounts,NTB,2538.63,5570.5,0.36,0.23,2017-09-11,23,70,NO
Key Accounts,Papua,8519.8,7660.54,0.36,0.32,2017-09-12,71,182,YES
Key Accounts,Sumatra,9635.76,5327.97,0.26,0.25,2017-09-13,75,239,YES
Key Accounts,Bali,3593.51,7767.85,0.19,0.33,2017-09-14,27,152,NO
Key Accounts,Sulawesi,5555.74,2916.55,0.19,0.29,2017-09-15,39,115,YES
Key Accounts,Kalimantan,5569.21,3198.77,0.3,0.28,2017-09-16,39,79,YES
Key Accounts,Jawa,8481.36,7700.56,0.34,0.29,2017-09-17,70,269,YES
Key Accounts,NTB,615.84,8023.56,0.31,0.31,2017-09-18,6,16,NO
Key Accounts,Papua,5630.3,3585.92,0.44,0.28,2017-09-19,38,175,YES
Key Accounts,Sumatra,9928.64,3140.54,0.28,0.25,2017-09-20,86,296,YES
Key Accounts,Bali,2446.83,2376.68,0.17,0.32,2017-09-21,17,95,YES
Key Accounts,Sulawesi,8273.15,6589.7,0.22,0.23,2017-09-22,74,425,YES
Key Accounts,Kalimantan,4093.7,2262.37,0.37,0.32,2017-09-23,34,132,YES
Key Accounts,Jawa,3185.24,3942.3,0.33,0.28,2017-09-24,24,50,NO
Key Accounts,NTB,10652.93,3678.81,0.41,0.25,2017-09-25,144,304,YES
Key Accounts,Papua,8228.4,2526.47,0.19,0.26,2017-09-26,65,228,YES
Key Accounts,Sumatra,3770.11,4073.41,0.28,0.26,2017-09-27,27,141,NO
Key Accounts,Bali,7297.63,7193.94,0.4,0.25,2017-09-28,58,336,YES
Key Accounts,Sulawesi,7752.41,7268.43,0.28,0.28,2017-09-29,60,178,YES
Key Accounts,Kalimantan,493.17,4316.54,0.17,0.29,2017-09-30,3,6,NO
Key Accounts,Jawa,1805.23,5086.22,0.3,0.25,2017-10-01,11,62,NO
Key Accounts,NTB,4827.4,5047.46,0.13,0.28,2017-10-02,36,186,NO
Key Accounts,Papua,4924.43,3837.1,0.19,0.28,2017-10-03,35,74,YES
Key Accounts,Sumatra,571.25,7989.83,0.23,0.28,2017-10-04,3,9,NO
Key Accounts,Bali,8664.61,5695.0,0.37,0.29,2017-10-05,66,186,YES
Key Accounts,Sulawesi,4361.7,6201.52,0.34,0.24,2017-10-06,36,101,NO
Key Accounts,Kalimantan,6431.83,6426.16,0.3,0.26,2017-10-07,52,265,YES
Key Accounts,Jawa,6630.41,2844.96,0.22,0.3,2017-10-08,56,205,YES
Key Accounts,NTB,10952.08,4843.66,0.13,0.3,2017-10-09,112,410,YES
Key Accounts,Papua,2186.86,5495.0,0.2,0.33,2017-10-10,15,76,NO
Key Accounts,Sumatra,9656.9,4878.17,0.36,0.28,2017-10-11,72,316,YES
Key Accounts,Bali,8271.84,7989.67,0.4,0.23,2017-10-12,68,343,YES
Key Accounts,Sulawesi,8383.9,4184.05,0.28,0.23,2017-10-13,70,173,YES
Key Accounts,Kalimantan,2484.96,4370.13,0.2,0.22,2017-10-14,16,65,NO
Key Accounts,Jawa,4127.17,5334.15,0.34,0.31,2017-10-15,32,87,NO
Key Accounts,NTB,5799.27,4149.39,0.13,0.28,2017-10-16,45,259,YES
Key Accounts,Papua,2281.0,4158.89,0.25,0.31,2017-10-17,16,50,NO
Key Accounts,Sumatra,1668.14,3947.11,0.19,0.28,2017-10-18,12,55,NO
Key Accounts,Bali,9099.03,3246.15,0.28,0.26,2017-10-19,74,331,YES
Key Accounts,Sulawesi,1399.59,4336.8,0.28,0.23,2017-10-20,8,15,NO
Key Accounts,Kalimantan,8073.42,5257.21,0.43,0.23,2017-10-21,65,132,YES
Key Accounts,Jawa,715.33,4300.82,0.33,0.23,2017-10-22,5,17,NO
Key Accounts,NTB,9444.11,6237.32,0.17,0.32,2017-10-23,75,384,YES
Key Accounts,Papua,4813.21,4930.98,0.3,0.3,2017-10-24,35,188,NO
Key Accounts,Sumatra,6009.28,2623.16,0.12,0.29,2017-10-25,51,248,YES
Key Accounts,Bali,10768.48,5165.51,0.37,0.23,2017-10-26,119,586,YES
Key Accounts,Sulawesi,5115.92,7695.56,0.42,0.24,2017-10-27,36,71,NO
Key Accounts,Kalimantan,10391.41,4114.84,0.12,0.32,2017-10-28,138,236,YES
Key Accounts,Jawa,10628.84,7549.72,0.37,0.29,2017-10-29,142,806,YES
Key Accounts,NTB,9281.91,5421.63,0.23,0.24,2017-10-30,76,203,YES
Key Accounts,Papua,1793.45,7106.52,0.23,0.3,2017-10-31,12,35,NO
Key Accounts,Sumatra,6578.57,2449.12,0.15,0.31,2017-11-01,53,170,YES
Key Accounts,Bali,3396.82,4591.6,0.17,0.31,2017-11-02,30,62,NO
Key Accounts,Sulawesi,3648.84,6357.05,0.24,0.26,2017-11-03,27,89,NO
Key Accounts,Kalimantan,854.94,7324.79,0.19,0.28,2017-11-04,5,25,NO
Key Accounts,Jawa,4795.46,4675.49,0.15,0.26,2017-11-05,36,117,YES
Key Accounts,NTB,8695.53,2387.84,0.25,0.23,2017-11-06,64,178,YES
Key Accounts,Papua,4763.65,2201.86,0.12,0.26,2017-11-07,39,164,YES
Key Accounts,Sumatra,9400.8,7517.12,0.23,0.3,2017-11-08,83,316,YES
Key Accounts,Bali,10951.21,6533.84,0.15,0.26,2017-11-09,89,432,YES
Key Accounts,Sulawesi,1392.15,7744.81,0.24,0.28,2017-11-10,8,14,NO
