Department,Region,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers,KPi Achieved
Business Development,NTB,1362.02,3599.71,0.24,0.19,2017-02-08,9,36,NO
Business Development,Papua,750.54,4052.46,0.2,0.2,2017-02-09,3,13,NO
Business Development,Sumatra,2714.82,3029.18,0.13,0.17,2017-02-10,21,75,NO
Business Development,Bali,4389.22,3992.95,0.08,0.2,2017-02-11,35,144,YES
Business Development,Sulawesi,6508.74,3812.98,0.2,0.14,2017-02-12,50,254,YES
Business Development,Kalimantan,2448.29,2309.05,0.13,0.2,2017-02-13,17,91,YES
Business Development,Jawa,5266.96,3588.72,0.1,0.17,2017-02-14,44,129,YES
Business Development,NTB,4481.25,4711.52,0.09,0.2,2017-02-15,39,101,NO
Business Development,Papua,3610.43,3836.32,0.09,0.17,2017-02-16,29,106,NO
Business Development,Sumatra,6873.22,5069.26,0.17,0.15,2017-02-17,52,193,YES
Business Development,Bali,5414.14,3421.24,0.2,0.2,2017-02-18,38,95,YES
Business Development,Sulawesi,587.79,3902.27,0.23,0.2,2017-02-19,3,9,NO
Business Development,Kalimantan,1398.82,4405.08,0.25,0.2,2017-02-20,11,36,NO
Business Development,Jawa,1290.24,3294.96,0.16,0.15,2017-02-21,9,17,NO
Business Development,NTB,4760.76,2398.06,0.09,0.17,2017-02-22,38,192,YES
Business Development,Papua,2058.09,3942.2,0.23,0.17,2017-02-23,17,44,NO
Business Development,Sumatra,6636.1,3531.24,0.13,0.17,2017-02-24,52,188,YES
Business Development,Bali,508.55,4403.56,0.17,0.17,2017-02-25,3,9,NO
Business Development,Sulawesi,5284.11,4754.89,0.15,0.16,2017-02-26,39,157,YES
Business Development,Kalimantan,1947.83,2476.3,0.07,0.2,2017-02-27,17,47,NO
Business Development,Jawa,5291.76,1426.29,0.17,0.2,2017-02-28,36,180,YES
Business Development,NTB,1428.05,1368.78,0.25,0.2,2017-03-01,9,20,YES
Business Development,Papua,2335.19,5150.81,0.14,0.17,2017-03-02,15,39,NO
Business Development,Sumatra,5249.48,2823.54,0.16,0.18,2017-03-03,45,259,YES
Business Development,Bali,501.11,3841.69,0.07,0.17,2017-03-04,3,10,NO
Business Development,Sulawesi,6285.67,4122.89,0.23,0.2,2017-03-05,52,109,YES
Business Development,Kalimantan,3086.16,3679.86,0.08,0.17,2017-03-06,24,90,NO
Business Development,Jawa,5994.36,2456.34,0.27,0.14,2017-03-07,47,103,YES
Business Development,NTB,333.37,1978.85,0.14,0.16,2017-03-08,2,5,NO
Business Development,Papua,452.51,3320.01,0.21,0.16,2017-03-09,3,13,NO
Business Development,Sumatra,849.96,4474.64,0.24,0.16,2017-03-10,4,16,NO
Business Development,Bali,2888.86,2532.87,0.15,0.17,2017-03-11,23,65,YES
Business Development,Sulawesi,6588.17,4209.77,0.22,0.18,2017-03-12,52,186,YES
Business Development,Kalimantan,2867.05,4302.01,0.22,0.19,2017-03-13,20,103,NO
Business Development,Jawa,1994.23,4017.82,0.26,0.18,2017-03-14,14,47,NO
Business Development,NTB,2280.47,4381.89,0.17,0.15,2017-03-15,18,99,NO
Business Development,Papua,3449.74,1981.54,0.21,0.14,2017-03-16,27,93,YES
Business Development,Sumatra,6989.31,1451.75,0.17,0.2,2017-03-17,52,196,YES
Business Development,Bali,3532.42,3343.75,0.1,0.19,2017-03-18,27,63,YES
Business Development,Sulawesi,2535.97,2745.89,0.18,0.15,2017-03-19,21,97,NO
Business Development,Kalimantan,6200.9,5132.06,0.08,0.21,2017-03-20,46,240,YES
Business Development,Jawa,5891.49,1346.14,0.18,0.17,2017-03-21,48,267,YES
Business Development,NTB,1470.12,2391.85,0.26,0.17,2017-03-22,10,28,NO
Business Development,Papua,885.69,2270.68,0.17,0.18,2017-03-23,9,45,NO
Business Development,Sumatra,2263.51,2608.56,0.08,0.16,2017-03-24,20,44,NO
Business Development,Bali,2231.05,2988.79,0.14,0.2,2017-03-25,18,75,NO
Business Development,Sulawesi,2670.0,4078.53,0.24,0.14,2017-03-26,23,130,NO
Business Development,Kalimantan,5915.66,4404.57,0.11,0.17,2017-03-27,45,159,YES
Business Development,Jawa,2891.84,2738.06,0.27,0.18,2017-03-28,21,90,YES
Business Development,NTB,696.92,4525.76,0.21,0.17,2017-03-29,4,17,NO
Business Development,Papua,882.85,2948.07,0.09,0.19,2017-03-30,9,30,NO
Business Development,Sumatra,4541.46,4068.5,0.27,0.2,2017-03-31,34,145,YES
Business Development,Bali,456.26,4708.56,0.13,0.15,2017-04-01,2,4,NO
Business Development,Sulawesi,2942.99,3943.22,0.19,0.16,2017-04-02,23,78,NO
Business Development,Kalimantan,564.87,4750.53,0.17,0.17,2017-04-03,3,14,NO
Business Development,Jawa,4649.98,4662.82,0.22,0.18,2017-04-04,35,194,NO
Business Development,NTB,5624.84,2480.34,0.15,0.15,2017-04-05,39,152,YES
Business Development,Papua,5504.14,4006.05,0.07,0.17,2017-04-06,40,117,YES
Business Development,Sumatra,1280.71,2504.42,0.2,0.15,2017-04-07,11,49,NO
Business Development,Bali,2289.83,2629.2,0.15,0.14,2017-04-08,20,97,NO
Business Development,Sulawesi,6276.9,1550.19,0.1,0.2,2017-04-09,50,146,YES
Business Development,Kalimantan,6614.35,1678.62,0.08,0.14,2017-04-10,52,115,YES
Business Development,Jawa,4115.29,3051.58,0.26,0.15,2017-04-11,34,57,YES
Business Development,NTB,1650.04,3214.67,0.28,0.18,2017-04-12,11,60,NO
Business Development,Papua,883.21,2567.92,0.19,0.15,2017-04-13,5,28,NO
Business Development,Sumatra,6056.78,2583.98,0.12,0.17,2017-04-14,52,234,YES
Business Development,Bali,2990.45,1446.96,0.27,0.17,2017-04-15,23,53,YES
Business Development,Sulawesi,1428.78,1525.33,0.1,0.2,2017-04-16,9,26,NO
Business Development,Kalimantan,6644.02,5132.95,0.25,0.2,2017-04-17,54,291,YES
Business Development,Jawa,5704.27,3316.8,0.2,0.15,2017-04-18,47,230,YES
Business Development,NTB,1162.6,4991.14,0.16,0.2,2017-04-19,8,26,NO
Business Development,Papua,6088.39,1432.11,0.27,0.17,2017-04-20,51,160,YES
Business Development,Sumatra,1359.45,4127.73,0.13,0.2,2017-04-21,11,53,NO
Business Development,Bali,5301.3,4992.98,0.24,0.2,2017-04-22,45,139,YES
Business Development,Sulawesi,1251.53,2069.68,0.17,0.19,2017-04-23,9,17,NO
Business Development,Kalimantan,1613.1,3131.35,0.26,0.15,2017-04-24,12,37,NO
Business Development,Jawa,5005.54,4714.16,0.24,0.17,2017-04-25,45,200,YES
Business Development,NTB,615.67,1576.14,0.12,0.2,2017-04-26,4,14,NO
Business Development,Papua,6541.78,3868.82,0.27,0.2,2017-04-27,56,318,YES
Business Development,Sumatra,340.85,2716.07,0.08,0.15,2017-04-28,2,6,NO
Business Development,Bali,2625.58,2393.99,0.15,0.15,2017-04-29,22,97,YES
Business Development,Sulawesi,6127.24,4861.84,0.1,0.17,2017-04-30,48,216,YES
Business Development,Kalimantan,2573.97,2925.46,0.17,0.19,2017-05-01,22,78,NO
Business Development,Jawa,856.12,3821.73,0.2,0.17,2017-05-02,3,7,NO
Business Development,NTB,5081.5,4875.26,0.08,0.17,2017-05-03,41,136,YES
Business Development,Papua,5344.78,3223.68,0.17,0.17,2017-05-04,42,141,YES
Business Development,Sumatra,4163.57,2404.22,0.2,0.2,2017-05-05,30,77,YES
Business Development,Bali,4038.31,4689.73,0.21,0.19,2017-05-06,35,113,NO
Business Development,Sulawesi,838.57,4149.49,0.25,0.16,2017-05-07,6,22,NO
Business Development,Kalimantan,4599.71,5049.68,0.25,0.19,2017-05-08,39,194,NO
Business Development,Jawa,2236.56,1628.8,0.19,0.18,2017-05-09,16,54,YES
Business Development,NTB,7006.9,4485.21,0.24,0.17,2017-05-10,51,172,YES
Business Development,Papua,1243.6,1671.35,0.09,0.2,2017-05-11,11,37,NO
Business Development,Sumatra,605.16,4684.29,0.27,0.15,2017-05-12,5,27,NO
Business Development,Bali,5680.6,3504.59,0.28,0.14,2017-05-13,51,102,YES
Business Development,Sulawesi,6480.3,4446.23,0.2,0.2,2017-05-14,53,122,YES
Business Development,Kalimantan,1942.57,2296.96,0.21,0.2,2017-05-15,16,47,NO
Business Development,Jawa,6530.59,3836.15,0.2,0.17,2017-05-16,51,86,YES
Business Development,NTB,4077.62,4784.7,0.19,0.2,2017-05-17,33,179,NO
Business Development,Papua,6271.21,1434.56,0.2,0.14,2017-05-18,50,228,YES
Business Development,Sumatra,2997.62,3521.91,0.1,0.15,2017-05-19,24,44,NO
Business Development,Bali,6481.81,3369.1,0.12,0.14,2017-05-20,56,157,YES
Business Development,Sulawesi,4680.1,1846.22,0.18,0.15,2017-05-21,39,78,YES
Business Development,Kalimantan,3631.44,1752.05,0.19,0.17,2017-05-22,28,69,YES
Business Development,Jawa,3937.32,5119.47,0.11,0.18,2017-05-23,28,55,NO
Business Development,NTB,5971.33,2795.53,0.18,0.15,2017-05-24,42,159,YES
Business Development,Papua,3339.86,1938.86,0.07,0.15,2017-05-25,29,168,YES
Business Development,Sumatra,6847.5,2857.82,0.23,0.16,2017-05-26,56,304,YES
Business Development,Bali,6780.6,2294.65,0.21,0.2,2017-05-27,57,107,YES
Business Development,Sulawesi,4023.78,3204.06,0.12,0.2,2017-05-28,32,120,YES
Business Development,Kalimantan,3357.12,2248.75,0.2,0.21,2017-05-29,27,111,YES
Business Development,Jawa,3207.93,2442.5,0.22,0.19,2017-05-30,23,72,YES
Business Development,NTB,6450.09,3327.7,0.08,0.15,2017-05-31,57,315,YES
Business Development,Papua,6996.11,3836.76,0.24,0.2,2017-06-01,58,192,YES
Business Development,Sumatra,5533.07,1560.4,0.24,0.19,2017-06-02,36,86,YES
Business Development,Bali,2611.54,4718.66,0.25,0.15,2017-06-03,23,53,NO
Business Development,Sulawesi,4080.76,1793.46,0.1,0.19,2017-06-04,32,104,YES
Business Development,Kalimantan,4807.02,3317.44,0.19,0.2,2017-06-05,38,113,YES
Business Development,Jawa,2667.61,2191.88,0.27,0.17,2017-06-06,23,43,YES
Business Development,NTB,3394.54,3570.41,0.25,0.19,2017-06-07,27,92,NO
Business Development,Papua,5856.87,2633.67,0.27,0.15,2017-06-08,51,221,YES
Business Development,Sumatra,1710.07,3815.02,0.11,0.14,2017-06-09,12,54,NO
Business Development,Bali,4117.69,4701.77,0.27,0.15,2017-06-10,35,196,NO
Business Development,Sulawesi,5861.26,1413.98,0.08,0.17,2017-06-11,45,220,YES
Business Development,Kalimantan,6877.37,1499.88,0.24,0.2,2017-06-12,51,111,YES
Business Development,Jawa,6316.37,4990.42,0.19,0.17,2017-06-13,51,154,YES
Business Development,NTB,4416.88,2637.94,0.28,0.17,2017-06-14,38,213,YES
Business Development,Papua,1043.28,4916.71,0.13,0.2,2017-06-15,6,12,NO
Business Development,Sumatra,5723.55,1358.04,0.26,0.17,2017-06-16,42,168,YES
Business Development,Bali,5350.87,1611.53,0.09,0.21,2017-06-17,41,189,YES
Business Development,Sulawesi,428.43,2668.05,0.17,0.17,2017-06-18,3,13,NO
Business Development,Kalimantan,4013.68,3540.23,0.14,0.15,2017-06-19,28,110,YES
Business Development,Jawa,1029.14,5013.35,0.1,0.2,2017-06-20,9,29,NO
Business Development,NTB,1618.7,3380.86,0.26,0.19,2017-06-21,12,59,NO
Business Development,Papua,969.94,1847.46,0.17,0.2,2017-06-22,8,30,NO
Business Development,Sumatra,1901.59,1831.15,0.27,0.18,2017-06-23,16,61,YES
Business Development,Bali,2843.22,2106.46,0.16,0.18,2017-06-24,22,93,YES
Business Development,Sulawesi,6047.02,2185.32,0.16,0.19,2017-06-25,44,104,YES
Business Development,Kalimantan,5402.29,4561.03,0.15,0.15,2017-06-26,39,209,YES
Business Development,Jawa,6362.02,1837.51,0.23,0.16,2017-06-27,51,242,YES
Business Development,NTB,1668.36,4428.6,0.24,0.15,2017-06-28,11,38,NO
Business Development,Papua,1309.12,4614.98,0.2,0.18,2017-06-29,10,25,NO
Business Development,Sumatra,4871.2,2831.83,0.18,0.17,2017-06-30,35,127,YES
Business Development,Bali,5717.89,3085.6,0.2,0.16,2017-07-01,52,283,YES
Business Development,Sulawesi,488.52,3596.5,0.24,0.16,2017-07-02,2,4,NO
Business Development,Kalimantan,882.2,3603.02,0.2,0.17,2017-07-03,5,22,NO
Business Development,Jawa,3039.55,3189.04,0.28,0.15,2017-07-04,23,74,NO
Business Development,NTB,4330.35,1495.05,0.28,0.15,2017-07-05,28,100,YES
Business Development,Papua,5810.96,2121.65,0.11,0.18,2017-07-06,42,171,YES
Business Development,Sumatra,2064.76,4567.62,0.19,0.17,2017-07-07,15,59,NO
Business Development,Bali,969.25,3904.93,0.1,0.14,2017-07-08,5,25,NO
Business Development,Sulawesi,3744.13,2502.13,0.15,0.15,2017-07-09,27,104,YES
Business Development,Kalimantan,5353.33,4944.01,0.12,0.17,2017-07-10,36,127,YES
Business Development,Jawa,3272.3,1965.27,0.24,0.17,2017-07-11,26,131,YES
Business Development,NTB,2729.78,4357.67,0.22,0.18,2017-07-12,22,94,NO
Business Development,Papua,4507.65,2301.67,0.25,0.15,2017-07-13,34,91,YES
Business Development,Sumatra,4936.29,1519.65,0.25,0.15,2017-07-14,38,142,YES
Business Development,Bali,625.88,1774.9,0.18,0.2,2017-07-15,6,15,NO
Business Development,Sulawesi,6869.97,1746.35,0.13,0.18,2017-07-16,50,137,YES
Business Development,Kalimantan,512.91,3715.19,0.08,0.18,2017-07-17,3,5,NO
Business Development,Jawa,3726.07,3630.33,0.26,0.17,2017-07-18,29,70,YES
Business Development,NTB,6618.28,3101.03,0.11,0.21,2017-07-19,53,273,YES
Business Development,Papua,6846.44,1385.11,0.24,0.18,2017-07-20,58,189,YES
Business Development,Sumatra,3291.91,3417.65,0.17,0.2,2017-07-21,24,137,NO
Business Development,Bali,5940.43,2159.9,0.27,0.17,2017-07-22,46,168,YES
Business Development,Sulawesi,3112.68,4606.86,0.08,0.21,2017-07-23,26,100,NO
Business Development,Kalimantan,6269.8,4729.44,0.24,0.2,2017-07-24,52,209,YES
Business Development,Jawa,6167.38,4959.03,0.14,0.18,2017-07-25,52,100,YES
Business Development,NTB,517.56,2254.35,0.26,0.17,2017-07-26,2,4,NO
Business Development,Papua,4413.18,2059.34,0.07,0.17,2017-07-27,38,195,YES
Business Development,Sumatra,1631.59,3889.09,0.2,0.15,2017-07-28,14,55,NO
Business Development,Bali,903.36,3453.61,0.23,0.2,2017-07-29,5,22,NO
Business Development,Sulawesi,3107.87,2503.61,0.14,0.18,2017-07-30,23,58,YES
Business Development,Kalimantan,3737.76,4483.44,0.18,0.15,2017-07-31,27,96,NO
Business Development,Jawa,5211.88,2820.5,0.27,0.19,2017-08-01,38,169,YES
Business Development,NTB,2228.41,2129.79,0.24,0.18,2017-08-02,20,38,YES
Business Development,Papua,3211.32,4913.05,0.15,0.16,2017-08-03,24,65,NO
Business Development,Sumatra,1045.38,4628.16,0.15,0.2,2017-08-04,9,23,NO
Business Development,Bali,2549.07,3585.04,0.15,0.2,2017-08-05,21,51,NO
Business Development,Sulawesi,1735.29,4592.13,0.25,0.14,2017-08-06,14,63,NO
Business Development,Kalimantan,4104.78,1697.26,0.27,0.21,2017-08-07,29,94,YES
Business Development,Jawa,4951.71,2990.82,0.27,0.19,2017-08-08,39,178,YES
Business Development,NTB,1103.77,1579.2,0.17,0.16,2017-08-09,9,45,NO
Business Development,Papua,5147.99,2230.56,0.1,0.17,2017-08-10,36,80,YES
Business Development,Sumatra,2591.6,3479.04,0.2,0.15,2017-08-11,23,66,NO
Business Development,Bali,507.4,4028.08,0.1,0.14,2017-08-12,3,6,NO
Business Development,Sulawesi,7061.41,2605.52,0.2,0.2,2017-08-13,52,175,YES
Business Development,Kalimantan,5478.52,3399.47,0.26,0.17,2017-08-14,39,210,YES
Business Development,Jawa,4960.37,3125.1,0.22,0.15,2017-08-15,34,186,YES
Business Development,NTB,458.77,2281.48,0.11,0.19,2017-08-16,3,11,NO
Business Development,Papua,2767.51,3059.65,0.1,0.15,2017-08-17,22,56,NO
Business Development,Sumatra,4578.68,4977.89,0.15,0.15,2017-08-18,34,180,NO
Business Development,Bali,3971.61,1655.16,0.27,0.16,2017-08-19,33,150,YES
Business Development,Sulawesi,1208.58,4311.4,0.1,0.19,2017-08-20,9,17,NO
Business Development,Kalimantan,6917.1,2138.49,0.22,0.15,2017-08-21,50,104,YES
Business Development,Jawa,2524.59,2961.1,0.08,0.2,2017-08-22,20,45,NO
Business Development,NTB,5550.54,3186.69,0.15,0.21,2017-08-23,39,221,YES
Business Development,Papua,1930.98,1579.8,0.26,0.18,2017-08-24,16,44,YES
Business Development,Sumatra,4292.99,2035.94,0.19,0.18,2017-08-25,32,98,YES
Business Development,Bali,1397.53,4218.25,0.22,0.2,2017-08-26,10,42,NO
Business Development,Sulawesi,2376.89,2308.62,0.09,0.2,2017-08-27,17,40,YES
Business Development,Kalimantan,6128.32,1877.85,0.09,0.15,2017-08-28,42,224,YES
Business Development,Jawa,3371.76,4096.14,0.1,0.17,2017-08-29,30,101,NO
Business Development,NTB,5132.48,2991.63,0.1,0.15,2017-08-30,36,185,YES
Business Development,Papua,4840.75,4728.18,0.11,0.2,2017-08-31,36,176,YES
Business Development,Sumatra,6801.47,2848.29,0.15,0.15,2017-09-01,58,299,YES
Business Development,Bali,2158.29,3635.91,0.08,0.2,2017-09-02,16,65,NO
Business Development,Sulawesi,4785.39,5007.84,0.19,0.2,2017-09-03,39,214,NO
Business Development,Kalimantan,5118.08,2511.49,0.15,0.21,2017-09-04,42,189,YES
Business Development,Jawa,881.09,2947.84,0.17,0.16,2017-09-05,8,31,NO
Business Development,NTB,3911.88,3781.58,0.26,0.17,2017-09-06,35,128,YES
Business Development,Papua,2280.73,3808.87,0.13,0.15,2017-09-07,18,79,NO
Business Development,Sumatra,3014.41,1431.94,0.09,0.21,2017-09-08,23,48,YES
Business Development,Bali,375.35,2482.1,0.11,0.17,2017-09-09,3,5,NO
Business Development,Sulawesi,2218.95,1856.46,0.13,0.16,2017-09-10,18,66,YES
Business Development,Kalimantan,506.07,5099.9,0.24,0.2,2017-09-11,3,11,NO
Business Development,Jawa,4730.0,5092.32,0.27,0.15,2017-09-12,36,82,NO
Business Development,NTB,3852.29,4302.72,0.22,0.19,2017-09-13,35,199,NO
Business Development,Papua,6362.96,1843.2,0.18,0.17,2017-09-14,54,257,YES
Business Development,Sumatra,6093.14,2461.81,0.24,0.14,2017-09-15,45,184,YES
Business Development,Bali,2622.99,2683.68,0.19,0.15,2017-09-16,21,78,NO
Business Development,Sulawesi,877.98,3978.17,0.22,0.18,2017-09-17,6,25,NO
Business Development,Kalimantan,3632.31,1353.27,0.21,0.19,2017-09-18,28,150,YES
Business Development,Jawa,5118.87,2248.82,0.21,0.2,2017-09-19,41,147,YES
Business Development,NTB,6012.01,3252.64,0.14,0.17,2017-09-20,46,188,YES
Business Development,Papua,3183.24,1595.28,0.22,0.14,2017-09-21,24,96,YES
Business Development,Sumatra,2766.14,2166.44,0.09,0.2,2017-09-22,20,98,YES
Business Development,Bali,1796.59,1422.65,0.13,0.18,2017-09-23,14,62,YES
Business Development,Sulawesi,2522.33,5129.5,0.09,0.15,2017-09-24,23,65,NO
Business Development,Kalimantan,1592.06,2207.65,0.1,0.18,2017-09-25,12,25,NO
Business Development,Jawa,5945.59,2628.37,0.24,0.21,2017-09-26,51,239,YES
Business Development,NTB,3070.5,4867.46,0.08,0.2,2017-09-27,24,63,NO
Business Development,Papua,4574.22,4161.61,0.13,0.17,2017-09-28,34,176,YES
Business Development,Sumatra,3145.26,2143.7,0.23,0.19,2017-09-29,24,133,YES
Business Development,Bali,6935.37,1634.63,0.23,0.21,2017-09-30,57,134,YES
Business Development,Sulawesi,1180.92,1939.87,0.27,0.18,2017-10-01,11,22,NO
Business Development,Kalimantan,2766.05,4254.96,0.07,0.2,2017-10-02,22,45,NO
Business Development,Jawa,6787.53,3427.24,0.11,0.2,2017-10-03,58,273,YES
Business Development,NTB,4389.05,4407.96,0.2,0.16,2017-10-04,35,141,NO
Business Development,Papua,3147.67,3022.0,0.27,0.17,2017-10-05,26,48,YES
Business Development,Sumatra,2924.35,4983.84,0.2,0.19,2017-10-06,24,115,NO
Business Development,Bali,6838.13,1516.48,0.18,0.2,2017-10-07,56,151,YES
Business Development,Sulawesi,476.29,4082.17,0.16,0.15,2017-10-08,2,7,NO
Business Development,Kalimantan,654.85,2249.7,0.14,0.17,2017-10-09,4,16,NO
Business Development,Jawa,4284.82,2022.39,0.1,0.17,2017-10-10,30,124,YES
Business Development,NTB,3652.76,2478.87,0.2,0.15,2017-10-11,27,146,YES
Business Development,Papua,3864.41,3826.76,0.21,0.2,2017-10-12,33,119,YES
Business Development,Sumatra,1056.25,1680.74,0.14,0.2,2017-10-13,6,14,NO
Business Development,Bali,4594.38,4498.44,0.17,0.17,2017-10-14,34,91,YES
Business Development,Sulawesi,4618.28,4693.31,0.22,0.2,2017-10-15,38,69,NO
Business Development,Kalimantan,5665.77,2931.75,0.13,0.15,2017-10-16,47,86,YES
Business Development,Jawa,4380.94,3061.61,0.08,0.19,2017-10-17,38,74,YES
Business Development,NTB,6962.31,3529.67,0.13,0.2,2017-10-18,51,173,YES
Business Development,Papua,3991.39,3805.82,0.27,0.2,2017-10-19,33,84,YES
Business Development,Sumatra,317.87,1934.42,0.12,0.2,2017-10-20,3,6,NO
Business Development,Bali,186.13,1350.29,0.14,0.15,2017-10-21,2,7,NO
Business Development,Sulawesi,6378.03,2096.18,0.22,0.15,2017-10-22,53,138,YES
Business Development,Kalimantan,2859.58,1909.17,0.24,0.2,2017-10-23,23,133,YES
Business Development,Jawa,3362.2,1409.63,0.08,0.2,2017-10-24,30,169,YES
Business Development,NTB,4224.38,4256.4,0.08,0.15,2017-10-25,35,63,NO
Business Development,Papua,3597.39,2086.34,0.1,0.19,2017-10-26,29,97,YES
Business Development,Sumatra,6496.91,2951.97,0.2,0.17,2017-10-27,54,259,YES
Business Development,Bali,4370.6,3611.29,0.08,0.16,2017-10-28,35,152,YES
Business Development,Sulawesi,1682.67,3864.61,0.22,0.19,2017-10-29,12,57,NO
Business Development,Kalimantan,2283.81,4095.94,0.14,0.2,2017-10-30,17,72,NO
Business Development,Jawa,4629.48,2118.89,0.2,0.17,2017-10-31,38,136,YES
Business Development,NTB,3478.06,3423.1,0.27,0.14,2017-11-01,28,79,YES
Business Development,Papua,2547.03,5037.18,0.26,0.17,2017-11-02,20,65,NO
Business Development,Sumatra,3298.36,3942.3,0.27,0.21,2017-11-03,23,65,NO
Business Development,Bali,478.94,3835.2,0.26,0.14,2017-11-04,2,6,NO
Business Development,Sulawesi,1248.16,1551.34,0.25,0.19,2017-11-05,8,41,NO
Business Development,Kalimantan,3412.84,4872.38,0.27,0.15,2017-11-06,30,66,NO
Business Development,Jawa,480.0,1739.3,0.17,0.18,2017-11-07,3,10,NO
Business Development,NTB,2494.5,2106.53,0.1,0.2,2017-11-08,20,33,YES
Business Development,Papua,3968.08,2120.6,0.23,0.15,2017-11-09,30,149,YES
Business Development,Sumatra,2203.82,3430.68,0.11,0.18,2017-11-10,16,77,NO
Business Development,Bali,1082.1,2313.42,0.1,0.17,2017-11-11,5,24,NO
Business Development,Sulawesi,1891.96,2244.11,0.27,0.17,2017-11-12,17,68,NO
Business Development,Kalimantan,1978.53,3439.68,0.24,0.17,2017-11-13,17,49,NO
Business Development,Jawa,4437.43,3590.6,0.1,0.2,2017-11-14,38,138,YES
Business Development,NTB,713.13,1504.31,0.17,0.15,2017-11-15,4,9,NO
Business Development,Papua,819.23,3377.69,0.18,0.17,2017-11-16,6,12,NO
Business Development,Sumatra,4221.24,2854.28,0.1,0.17,2017-11-17,32,134,YES
Business Development,Bali,4635.52,3172.16,0.08,0.16,2017-11-18,35,82,YES
Business Development,Sulawesi,750.21,4558.74,0.11,0.2,2017-11-19,3,6,NO
Business Development,Kalimantan,5075.15,2873.81,0.08,0.19,2017-11-20,36,106,YES
Business Development,Jawa,3938.67,3818.59,0.13,0.16,2017-11-21,30,170,YES
Business Development,NTB,5679.68,4342.02,0.13,0.16,2017-11-22,51,229,YES
Business Development,Papua,4402.27,2858.85,0.15,0.21,2017-11-23,35,62,YES
Business Development,Sumatra,362.59,1801.64,0.08,0.2,2017-11-24,3,6,NO
Business Development,Bali,2088.73,2685.28,0.17,0.17,2017-11-25,15,55,NO
